Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.994974	1.625371	-1.245547	-27.960881	1.678609	-1.106682	-28.059061	1.678828	-1.136438	-27.980662	1.571461	-1.153008	-28.036487	1.574162	-1.134214	-28.158554	1.548644	-1.149526	-27.883067	1.551750	-1.122254	-27.960691	1.540011	-0.855954	-27.962827	0.743804	-1.582358	-27.788292	1.547197	-0.570749	-28.074785	-0.009785	-2.078220	-27.773771	1.538268	-0.560170	-28.110780	-0.040474	-2.065642	-27.787055	1.530561	-0.586368	-28.112461	-0.044243	-2.057945	-28.197549	0.979168	-1.130337	-28.179184	0.981389	-1.161949	-27.818685	0.994306	-1.074484	-27.819036	0.976805	-1.179091	-28.197896	0.464621	-1.156328	-27.823479	0.447805	-1.111173	-28.207592	-0.049595	-1.100349	-28.159283	-0.062385	-1.141258	-27.816079	-0.040868	-1.052715	-27.846941	-0.058491	-1.112803
2	0.013893	00:00:00:02	-27.988355	1.638644	-1.252021	-27.947855	1.671389	-1.104093	-28.043953	1.686181	-1.125418	-28.025857	1.538593	-1.155977	-27.983657	1.543355	-1.120253	-28.143739	1.552620	-1.186567	-27.853024	1.526251	-1.144994	-27.969836	1.553122	-0.883220	-27.947756	0.755787	-1.586653	-27.791981	1.567128	-0.592839	-28.106983	-0.031776	-2.041907	-27.774156	1.549214	-0.552983	-28.075987	-0.022879	-2.070217	-27.756272	1.542999	-0.586610	-28.098154	-0.027257	-2.071865	-28.169141	0.996346	-1.116839	-28.163791	0.954718	-1.195963	-27.833667	1.008233	-1.078339	-27.799932	0.972120	-1.136201	-28.181015	0.443961	-1.148865	-27.825560	0.430633	-1.138744	-28.186680	-0.045521	-1.124763	-28.154162	-0.060016	-1.163211	-27.815969	-0.055780	-1.064220	-27.828235	-0.045846	-1.132288
3	0.027785	00:00:00:03	-27.982839	1.626224	-1.246931	-27.930550	1.682189	-1.094747	-28.048593	1.686416	-1.121252	-28.022164	1.575720	-1.112625	-27.999550	1.587448	-1.097596	-28.127946	1.581214	-1.165931	-27.856355	1.570360	-1.136395	-27.962233	1.537761	-0.893731	-27.971868	0.757242	-1.600517	-27.792550	1.532618	-0.570583	-28.067619	-0.043021	-2.060168	-27.750259	1.585132	-0.580728	-28.101421	-0.035240	-2.053439	-27.797952	1.534808	-0.589510	-28.106365	-0.043825	-2.052800	-28.196507	0.972773	-1.154794	-28.162059	0.955679	-1.195141	-27.851877	0.989356	-1.100217	-27.818995	0.980944	-1.137849	-28.200588	0.459850	-1.117089	-27.808121	0.456955	-1.099292	-28.165173	-0.026333	-1.112651	-28.183290	-0.043471	-1.169588	-27.827054	-0.045117	-1.092059	-27.826276	-0.051024	-1.121396
4	0.041678	00:00:00:04	-28.011510	1.639543	-1.246627	-27.933861	1.671302	-1.118834	-28.053528	1.670354	-1.145536	-28.008045	1.536015	-1.151415	-28.012463	1.536764	-1.138402	-28.161309	1.547628	-1.197152	-27.857266	1.571116	-1.146237	-27.965657	1.558975	-0.873271	-27.994241	0.762577	-1.615205	-27.767420	1.563982	-0.567048	-28.093675	-0.005144	-2.061836	-27.763238	1.555726	-0.548837	-28.089442	-0.024766	-2.035793	-27.763638	1.550662	-0.554397	-28.097154	-0.038652	-2.081193	-28.200130	0.987303	-1.111570	-28.153699	0.973999	-1.169023	-27.799660	0.986358	-1.080672	-27.844700	0.978327	-1.160588	-28.158392	0.485825	-1.131581	-27.831210	0.463121	-1.097642	-28.164083	-0.033376	-1.108609	-28.161796	-0.069616	-1.162718	-27.827313	-0.060569	-1.061498	-27.811129	-0.038211	-1.126100
5	0.055570	00:00:00:05	-27.989759	1.655805	-1.255827	-27.939239	1.672342	-1.094124	-28.073007	1.669651	-1.132102	-28.009332	1.550464	-1.156880	-28.002046	1.587783	-1.118145	-28.154308	1.529373	-1.188286	-27.850455	1.562970	-1.157702	-27.965458	1.537184	-0.888446	-27.955801	0.764979	-1.596284	-27.768502	1.545511	-0.569244	-28.085684	-0.028153	-2.062733	-27.761201	1.537288	-0.602660	-28.092037	-0.064435	-2.071610	-27.764415	1.543886	-0.550866	-28.100305	-0.023886	-2.078487	-28.152630	0.998149	-1.117595	-28.166171	0.962783	-1.200586	-27.810464	1.008339	-1.092528	-27.807697	0.952377	-1.150002	-28.216557	0.466442	-1.156172	-27.840207	0.455203	-1.128510	-28.199392	-0.042193	-1.113628	-28.163043	-0.032900	-1.175265	-27.835143	-0.002593	-1.073804	-27.813068	-0.044006	-1.130043
6	0.069463	00:00:00:06	-28.002448	1.640424	-1.246337	-27.961484	1.696038	-1.085427	-28.084701	1.671300	-1.133549	-28.004504	1.544900	-1.168540	-28.008622	1.557606	-1.120741	-28.151836	1.531019	-1.148703	-27.868629	1.553736	-1.132223	-27.952100	1.576504	-0.878648	-27.983291	0.758750	-1.585474	-27.763906	1.551006	-0.589404	-28.101657	-0.058670	-2.065858	-27.740463	1.526813	-0.551989	-28.093897	-0.003066	-2.076035	-27.773810	1.552606	-0.586031	-28.106899	-0.055485	-2.022131	-28.181307	0.985072	-1.111660	-28.158472	0.970980	-1.195280	-27.830370	1.002303	-1.080958	-27.830729	0.965109	-1.136235	-28.195326	0.481671	-1.137552	-27.810646	0.474408	-1.097037	-28.181769	-0.041302	-1.117243	-28.173609	-0.056030	-1.192766	-27.830595	-0.033738	-1.075738	-27.804505	-0.028078	-1.112171
7	0.083356	00:00:00:07	-27.953605	1.643840	-1.254870	-27.941597	1.680176	-1.119310	-28.076494	1.682998	-1.138586	-28.003077	1.531749	-1.136704	-28.003969	1.567894	-1.113205	-28.148828	1.572109	-1.152834	-27.848102	1.557603	-1.135086	-27.969538	1.575487	-0.884613	-27.985655	0.753227	-1.585722	-27.757979	1.551034	-0.586018	-28.087691	-0.029980	-2.058978	-27.766513	1.534545	-0.562789	-28.123033	-0.032136	-2.046282	-27.773424	1.530665	-0.588855	-28.096038	-0.030953	-2.071947	-28.173033	0.977438	-1.135145	-28.178942	0.974584	-1.184285	-27.825424	1.005734	-1.091063	-27.801222	0.972808	-1.162679	-28.192959	0.457826	-1.117762	-27.808071	0.461144	-1.118383	-28.175464	-0.051700	-1.132756	-28.165026	-0.049969	-1.197244	-27.824196	-0.040708	-1.060494	-27.833999	-0.070027	-1.115454
8	0.097248	00:00:00:08	-27.978597	1.649273	-1.244740	-27.949805	1.674743	-1.114766	-28.061012	1.664119	-1.147069	-27.987718	1.576381	-1.155253	-28.024771	1.591639	-1.131939	-28.134231	1.543202	-1.190603	-27.876278	1.558967	-1.141944	-27.978342	1.550288	-0.878032	-27.963313	0.743653	-1.603053	-27.744619	1.545305	-0.566558	-28.085028	-0.013473	-2.065157	-27.768113	1.525685	-0.580518	-28.099741	-0.030925	-2.049540	-27.788967	1.541440	-0.567987	-28.085966	-0.039553	-2.070105	-28.193960	0.984820	-1.131449	-28.169166	0.977934	-1.200207	-27.830258	0.977674	-1.100957	-27.819832	0.966190	-1.146427	-28.179004	0.472033	-1.140030	-27.836211	0.450828	-1.105801	-28.188922	-0.044448	-1.100696	-28.168013	-0.041210	-1.189666	-27.822952	-0.037735	-1.078807	-27.830806	-0.049443	-1.135320
9	0.111141	00:00:00:09	-28.001755	1.676530	-1.233547	-27.951522	1.689041	-1.113784	-28.080726	1.663032	-1.129995	-27.991839	1.546264	-1.146587	-27.968273	1.565126	-1.107545	-28.154796	1.516694	-1.194046	-27.856532	1.563416	-1.143560	-27.936126	1.539477	-0.893386	-27.997663	0.743351	-1.609738	-27.786012	1.531836	-0.543631	-28.083497	-0.044585	-2.063858	-27.755082	1.551903	-0.555471	-28.100985	-0.034844	-2.044733	-27.773843	1.554114	-0.567134	-28.098008	-0.041142	-2.048929	-28.204868	0.992299	-1.128163	-28.175777	0.966362	-1.172024	-27.840089	0.978469	-1.099785	-27.844512	0.981459	-1.140411	-28.202162	0.460856	-1.151170	-27.854100	0.449653	-1.070003	-28.223321	-0.043476	-1.117250	-28.191915	-0.055222	-1.148933	-27.834390	-0.036316	-1.083178	-27.819525	-0.060309	-1.133600
10	0.125033	00:00:00:10	-27.978761	1.626015	-1.251011	-27.929867	1.678809	-1.106459	-28.097887	1.678085	-1.159129	-27.998855	1.562879	-1.173191	-28.010726	1.546196	-1.117609	-28.151482	1.550346	-1.173507	-27.848321	1.546906	-1.164942	-27.948326	1.566382	-0.879801	-27.953941	0.748618	-1.598537	-27.765140	1.538656	-0.564342	-28.094203	-0.033378	-2.058397	-27.764528	1.562436	-0.564698	-28.107941	-0.043059	-2.068018	-27.769139	1.557871	-0.595125	-28.084815	-0.038734	-2.071516	-28.190722	0.993582	-1.123380	-28.188917	0.967262	-1.188807	-27.819492	0.989805	-1.102276	-27.832021	0.983051	-1.141899	-28.184434	0.460276	-1.152729	-27.794385	0.490359	-1.096100	-28.153324	-0.037683	-1.107627	-28.171467	-0.041358	-1.135327	-27.818532	-0.033125	-1.066573	-27.833479	-0.073702	-1.137502
