Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.976944	1.622927	-1.262539	-27.941197	1.693105	-1.104712	-28.038558	1.667881	-1.101828	-28.031148	1.538562	-1.132137	-28.021082	1.557002	-1.112687	-28.146449	1.571455	-1.188354	-27.869330	1.551884	-1.157049	-27.973881	1.551299	-0.875144	-27.990306	0.754969	-1.591973	-27.764967	1.508883	-0.595421	-28.079094	-0.044423	-2.075336	-27.794758	1.553656	-0.558083	-28.096366	-0.052616	-2.096851	-27.769430	1.543663	-0.583427	-28.092284	-0.042480	-2.040124	-28.185995	0.968651	-1.144837	-28.143831	0.979960	-1.166692	-27.834334	0.982791	-1.071950	-27.833312	0.944824	-1.144077	-28.164553	0.474033	-1.147416	-27.852227	0.462480	-1.108405	-28.194523	-0.041797	-1.105706	-28.191954	-0.040708	-1.174844	-27.816715	-0.039874	-1.080562	-27.826752	-0.081907	-1.138682
2	0.013894	00:00:00:02	-27.999032	1.607292	-1.234844	-27.958395	1.660485	-1.117628	-28.073311	1.679631	-1.138801	-27.996533	1.547240	-1.152417	-28.016778	1.529299	-1.108502	-28.155870	1.541321	-1.163983	-27.882025	1.553555	-1.109754	-27.955878	1.544894	-0.854413	-27.973897	0.755987	-1.609893	-27.752467	1.549156	-0.562492	-28.072529	-0.054607	-2.052278	-27.788676	1.529069	-0.556394	-28.086012	-0.033356	-2.058848	-27.764368	1.525567	-0.591947	-28.098679	-0.060807	-2.056627	-28.145216	0.993676	-1.153561	-28.172246	0.999765	-1.194610	-27.819221	0.958137	-1.053939	-27.842985	0.955835	-1.152309	-28.155911	0.418432	-1.158106	-27.808889	0.482037	-1.104965	-28.195355	-0.072879	-1.113459	-28.186596	-0.029368	-1.180456	-27.849521	-0.030359	-1.051335	-27.810214	-0.060608	-1.136128
3	0.027788	00:00:00:03	-27.995888	1.614916	-1.254559	-27.940145	1.692798	-1.057634	-28.072643	1.650571	-1.129006	-28.000076	1.554511	-1.148814	-27.996015	1.570605	-1.120745	-28.158484	1.534908	-1.190142	-27.850548	1.547000	-1.136862	-27.958624	1.562048	-0.869504	-27.967973	0.767123	-1.595964	-27.736457	1.557502	-0.548512	-28.085830	-0.010326	-2.060082	-27.775976	1.536649	-0.572390	-28.128782	-0.019784	-2.027694	-27.782390	1.550316	-0.563988	-28.096746	-0.054685	-2.055686	-28.195376	1.000338	-1.117209	-28.179170	0.982479	-1.183455	-27.805778	1.015626	-1.064001	-27.817860	0.973297	-1.173163	-28.208951	0.454950	-1.150560	-27.830661	0.438046	-1.128739	-28.192053	-0.027844	-1.115616	-28.184059	-0.059232	-1.170693	-27.854761	-0.049025	-1.072917	-27.844277	-0.032517	-1.122961
4	0.041681	00:00:00:04	-28.007683	1.643120	-1.276876	-27.959492	1.673833	-1.116210	-28.056502	1.691605	-1.120813	-28.001996	1.536218	-1.164765	-28.033694	1.554422	-1.109869	-28.121750	1.526579	-1.158186	-27.850267	1.536970	-1.133109	-27.970053	1.528958	-0.860899	-27.999236	0.729868	-1.599766	-27.771943	1.525998	-0.568594	-28.114051	-0.010915	-2.048331	-27.761936	1.530259	-0.568341	-28.123853	0.003694	-2.043054	-27.796250	1.564051	-0.590116	-28.095941	-0.043138	-2.071068	-28.189989	1.001586	-1.170718	-28.178265	0.981738	-1.190460	-27.812901	0.998429	-1.093422	-27.848537	0.952258	-1.124092	-28.165651	0.449909	-1.144614	-27.810463	0.469385	-1.124517	-28.180462	-0.021299	-1.122291	-28.170139	-0.055537	-1.176508	-27.830537	-0.013740	-1.066721	-27.820157	-0.079827	-1.110621
5	0.055575	00:00:00:05	-27.995651	1.610429	-1.245864	-27.964994	1.684658	-1.137062	-28.051890	1.656292	-1.115525	-27.995035	1.531801	-1.184934	-28.014461	1.530920	-1.159907	-28.161660	1.543628	-1.193197	-27.863206	1.533044	-1.148899	-27.932468	1.570568	-0.860461	-27.991186	0.762172	-1.608508	-27.749073	1.540080	-0.583664	-28.092108	-0.051966	-2.063108	-27.774450	1.538386	-0.587342	-28.092969	-0.040786	-2.062915	-27.737522	1.568004	-0.553374	-28.128155	-0.053238	-2.081739	-28.167111	0.971148	-1.112254	-28.188590	0.986929	-1.177568	-27.825911	0.961518	-1.082955	-27.778053	0.948735	-1.139693	-28.186562	0.451715	-1.155491	-27.828987	0.444714	-1.088227	-28.184685	-0.033411	-1.107962	-28.165908	-0.046273	-1.169569	-27.853764	-0.049082	-1.061609	-27.844306	-0.063255	-1.100800
6	0.069469	00:00:00:06	-27.971416	1.629371	-1.206996	-27.989212	1.655246	-1.097264	-28.060525	1.642646	-1.111845	-28.008419	1.578317	-1.159266	-28.015623	1.565423	-1.136637	-28.156888	1.553979	-1.183302	-27.885427	1.581191	-1.139791	-27.958353	1.541629	-0.875827	-27.968143	0.746053	-1.592202	-27.790325	1.515910	-0.563891	-28.107046	-0.052200	-2.078454	-27.776864	1.534596	-0.563070	-28.110751	-0.020131	-2.055554	-27.765035	1.524292	-0.579801	-28.120300	-0.048111	-2.065287	-28.178805	0.992928	-1.090862	-28.188929	0.960487	-1.187610	-27.800249	0.997273	-1.083784	-27.797123	0.956462	-1.138503	-28.191667	0.440330	-1.144074	-27.834197	0.450674	-1.112493	-28.211795	-0.026638	-1.133169	-28.151014	-0.059421	-1.207208	-27.813355	-0.009037	-1.067682	-27.816895	-0.049880	-1.121904
7	0.083363	00:00:00:07	-28.007387	1.628516	-1.239224	-27.950215	1.657026	-1.120521	-28.051605	1.678437	-1.125675	-28.009596	1.555342	-1.158046	-28.021537	1.584983	-1.112443	-28.147812	1.570760	-1.211191	-27.837755	1.550641	-1.140138	-27.918957	1.527395	-0.868536	-27.985333	0.776289	-1.610332	-27.759362	1.549855	-0.574121	-28.107976	-0.040313	-2.038458	-27.774391	1.528399	-0.576362	-28.112237	-0.031709	-2.060981	-27.770688	1.521706	-0.598248	-28.109375	-0.033237	-2.076420	-28.182407	0.978662	-1.137185	-28.187397	0.985955	-1.197908	-27.806403	0.975151	-1.102562	-27.828876	0.977920	-1.137210	-28.166380	0.458022	-1.121221	-27.814910	0.445892	-1.138754	-28.219952	-0.013789	-1.123729	-28.163921	-0.060063	-1.168174	-27.823286	-0.041388	-1.079024	-27.830113	-0.049062	-1.098597
8	0.097257	00:00:00:08	-28.017686	1.640225	-1.260212	-27.909581	1.674158	-1.109772	-28.087201	1.659728	-1.136770	-27.996789	1.542618	-1.161781	-28.027067	1.565119	-1.136349	-28.124720	1.530915	-1.158762	-27.849380	1.535114	-1.148263	-27.973283	1.533283	-0.879809	-27.972259	0.740765	-1.605578	-27.768024	1.525943	-0.592636	-28.079298	-0.025550	-2.091533	-27.782202	1.531957	-0.602859	-28.091752	-0.046552	-2.068036	-27.771672	1.557997	-0.591562	-28.098121	-0.058583	-2.049471	-28.195135	0.966078	-1.133345	-28.179484	0.966172	-1.201305	-27.852581	0.981835	-1.077775	-27.814471	0.940311	-1.127245	-28.178690	0.458535	-1.174695	-27.837759	0.451888	-1.105359	-28.184234	-0.028110	-1.112046	-28.171478	-0.049003	-1.160066	-27.805058	-0.038402	-1.075233	-27.838532	-0.070902	-1.120970
9	0.111150	00:00:00:09	-27.985709	1.617864	-1.245125	-27.950207	1.630954	-1.124492	-28.064615	1.674459	-1.143747	-28.008372	1.556740	-1.161498	-28.002490	1.549431	-1.102341	-28.135440	1.571532	-1.164124	-27.853891	1.544958	-1.161888	-27.983649	1.535713	-0.837878	-27.957186	0.771874	-1.573114	-27.784167	1.530306	-0.583573	-28.111103	-0.067828	-2.071566	-27.776998	1.542605	-0.564019	-28.112001	-0.036900	-2.060364	-27.760883	1.525176	-0.581926	-28.088257	-0.048002	-2.063002	-28.194226	1.001673	-1.116112	-28.193212	0.962141	-1.211191	-27.838484	0.990596	-1.083909	-27.798416	0.988089	-1.173258	-28.155800	0.451332	-1.161491	-27.825504	0.445073	-1.105820	-28.212408	-0.050769	-1.111810	-28.182723	-0.046358	-1.153818	-27.831558	-0.047251	-1.060827	-27.833827	-0.054571	-1.130252
10	0.125044	00:00:00:10	-27.979865	1.644714	-1.220739	-27.957813	1.685800	-1.121668	-28.077590	1.655824	-1.120200	-28.031507	1.583605	-1.142184	-28.017535	1.564927	-1.111975	-28.136735	1.561846	-1.156317	-27.832828	1.554678	-1.128642	-27.984206	1.561774	-0.884169	-27.956862	0.748216	-1.587781	-27.788836	1.502942	-0.586500	-28.111092	-0.021047	-2.027742	-27.783311	1.522330	-0.559749	-28.078348	-0.056306	-2.078410	-27.739387	1.551590	-0.559788	-28.096806	-0.044924	-2.033096	-28.169248	0.961717	-1.144437	-28.192801	0.944604	-1.185082	-27.843087	0.981139	-1.118004	-27.801952	0.965908	-1.152670	-28.177997	0.459511	-1.159371	-27.836340	0.437542	-1.101300	-28.190602	-0.063105	-1.095764	-28.175578	-0.075799	-1.186846	-27.850193	-0.062843	-1.088911	-27.809507	-0.036445	-1.099743
