Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.982057	1.630031	-1.226526	-27.946304	1.674723	-1.128275	-28.061454	1.690692	-1.129108	-28.017947	1.538504	-1.149256	-28.038254	1.539072	-1.094016	-28.155558	1.574064	-1.178181	-27.872407	1.555936	-1.164779	-27.945970	1.551415	-0.871983	-27.963925	0.788463	-1.621587	-27.781668	1.542390	-0.587669	-28.065120	-0.031900	-2.061366	-27.762582	1.567893	-0.582748	-28.097752	-0.070038	-2.034691	-27.797232	1.524345	-0.541417	-28.087705	-0.033557	-2.094618	-28.178034	0.973395	-1.168079	-28.172440	0.963702	-1.192626	-27.816681	0.990418	-1.082180	-27.819109	0.979295	-1.163643	-28.156879	0.460464	-1.152221	-27.836723	0.473010	-1.120008	-28.184659	-0.051552	-1.118955	-28.166440	-0.073518	-1.167584	-27.827428	-0.032908	-1.062395	-27.825059	-0.042284	-1.149473
2	0.013893	00:00:00:02	-27.988461	1.644908	-1.254609	-27.934727	1.688723	-1.102575	-28.035642	1.701531	-1.131413	-28.042073	1.542356	-1.155737	-27.979164	1.581262	-1.129578	-28.141663	1.544696	-1.167985	-27.850836	1.541418	-1.139711	-27.948229	1.537631	-0.885503	-27.980165	0.744356	-1.579326	-27.762939	1.531432	-0.571744	-28.085005	-0.043641	-2.085333	-27.760129	1.569375	-0.551583	-28.088294	-0.044898	-2.050379	-27.747287	1.545661	-0.599833	-28.085985	-0.045926	-2.071629	-28.198771	0.975593	-1.129316	-28.187969	0.995325	-1.198505	-27.830971	0.956571	-1.092067	-27.839133	0.972399	-1.141156	-28.160448	0.507317	-1.172871	-27.816009	0.460024	-1.094899	-28.198721	-0.034216	-1.127294	-28.156940	-0.066934	-1.155872	-27.824125	-0.029130	-1.072873	-27.841530	-0.063357	-1.136903
3	0.027787	00:00:00:03	-27.997443	1.620626	-1.226365	-27.941441	1.681634	-1.101375	-28.067805	1.683025	-1.108436	-28.014117	1.566745	-1.147052	-28.001071	1.580249	-1.136811	-28.140330	1.564685	-1.193128	-27.854743	1.542035	-1.133152	-27.966733	1.536333	-0.879161	-27.971435	0.775643	-1.596774	-27.783154	1.550784	-0.594134	-28.092959	-0.063626	-2.052002	-27.788799	1.560555	-0.575762	-28.077651	-0.040396	-2.060716	-27.769912	1.554977	-0.572037	-28.084431	-0.056608	-2.064470	-28.195312	0.984593	-1.152909	-28.175045	0.977552	-1.187528	-27.821591	0.961018	-1.079683	-27.805800	0.971477	-1.143995	-28.188521	0.485544	-1.138440	-27.850363	0.470385	-1.102886	-28.179069	-0.032700	-1.134885	-28.159547	-0.055115	-1.166989	-27.823809	-0.049872	-1.056665	-27.813967	-0.066586	-1.134111
4	0.041680	00:00:00:04	-28.004379	1.641237	-1.243295	-27.930370	1.692078	-1.132419	-28.072869	1.693205	-1.118577	-28.015110	1.546412	-1.156164	-27.978189	1.555808	-1.122390	-28.150960	1.543372	-1.181193	-27.845060	1.559927	-1.149889	-27.943263	1.563304	-0.867321	-27.942531	0.767699	-1.592202	-27.742715	1.550688	-0.571117	-28.101751	-0.023449	-2.068314	-27.748599	1.519503	-0.560924	-28.103472	-0.053135	-2.059106	-27.760129	1.530622	-0.574393	-28.096960	-0.055045	-2.059865	-28.195277	1.003243	-1.121011	-28.163038	0.949887	-1.182888	-27.835252	0.987880	-1.105428	-27.830530	0.953523	-1.142621	-28.187066	0.483266	-1.157681	-27.836691	0.472495	-1.137741	-28.181305	-0.045544	-1.136584	-28.154018	-0.043879	-1.155592	-27.834103	-0.040324	-1.083028	-27.825472	-0.060661	-1.122918
5	0.055574	00:00:00:05	-27.994098	1.611991	-1.247461	-27.941052	1.689137	-1.114480	-28.089008	1.651245	-1.133743	-28.003899	1.570522	-1.143699	-28.024224	1.564465	-1.112076	-28.150875	1.561929	-1.178317	-27.861611	1.541377	-1.133545	-27.941847	1.543511	-0.879624	-27.984256	0.760377	-1.599938	-27.741303	1.521285	-0.575785	-28.069240	-0.028596	-2.085644	-27.756780	1.556025	-0.560665	-28.094131	-0.047756	-2.063805	-27.756952	1.533499	-0.557804	-28.112535	-0.027988	-2.077247	-28.159805	1.022127	-1.136856	-28.172161	0.962387	-1.185625	-27.813702	0.986111	-1.082152	-27.819530	0.964181	-1.167125	-28.197781	0.457148	-1.163687	-27.819546	0.475128	-1.123165	-28.185620	-0.031557	-1.108193	-28.175874	-0.056246	-1.160847	-27.842091	0.004772	-1.076746	-27.819990	-0.064665	-1.111919
6	0.069467	00:00:00:06	-28.031011	1.658249	-1.252784	-27.942920	1.667360	-1.107703	-28.071097	1.675137	-1.120791	-28.004475	1.564363	-1.184785	-28.008557	1.543558	-1.139128	-28.172479	1.539466	-1.184010	-27.833807	1.548869	-1.162774	-27.969353	1.525990	-0.850551	-27.978763	0.754777	-1.597580	-27.732933	1.541814	-0.579945	-28.092704	-0.030120	-2.058318	-27.798675	1.536185	-0.568904	-28.104582	-0.007000	-2.037187	-27.770264	1.551152	-0.587774	-28.086720	-0.043327	-2.058200	-28.207119	1.002293	-1.101322	-28.191449	0.970155	-1.196176	-27.836646	1.011453	-1.110176	-27.795127	0.968543	-1.148974	-28.172808	0.465106	-1.129028	-27.828261	0.454874	-1.088888	-28.196939	-0.032398	-1.109973	-28.179438	-0.058148	-1.173116	-27.823135	-0.038127	-1.060068	-27.844015	-0.061142	-1.105459
7	0.083361	00:00:00:07	-27.995452	1.642640	-1.221017	-27.951857	1.685366	-1.127726	-28.051854	1.673837	-1.118668	-28.005543	1.545336	-1.179107	-28.029102	1.567839	-1.133417	-28.129646	1.518077	-1.186277	-27.879325	1.551381	-1.140010	-27.983686	1.559919	-0.847651	-27.996619	0.743381	-1.607698	-27.747494	1.527860	-0.574574	-28.101007	-0.044430	-2.062422	-27.738907	1.512312	-0.563861	-28.090362	-0.026844	-2.076111	-27.760396	1.561796	-0.574546	-28.087659	-0.034956	-2.073145	-28.202887	0.996416	-1.131235	-28.166957	0.953362	-1.195944	-27.843269	0.999652	-1.078710	-27.823630	0.983550	-1.151347	-28.156392	0.452168	-1.168677	-27.817770	0.466137	-1.143696	-28.192956	-0.039341	-1.093860	-28.176897	-0.039731	-1.157578	-27.848675	-0.039028	-1.067592	-27.807392	-0.074617	-1.110761
8	0.097254	00:00:00:08	-27.985996	1.648023	-1.254868	-27.930435	1.680937	-1.106215	-28.076474	1.658613	-1.122356	-27.994324	1.557763	-1.149108	-27.975659	1.553404	-1.129241	-28.153549	1.573607	-1.173299	-27.848575	1.545333	-1.146201	-27.959618	1.534808	-0.894139	-27.974187	0.777083	-1.627689	-27.746677	1.543521	-0.577715	-28.084390	-0.037527	-2.060577	-27.759393	1.545160	-0.551659	-28.097304	-0.027158	-2.057364	-27.759272	1.529348	-0.563925	-28.081015	-0.043759	-2.069865	-28.198787	1.000689	-1.125259	-28.183916	0.972089	-1.178573	-27.834958	0.989488	-1.073818	-27.834205	0.969164	-1.151006	-28.164640	0.474198	-1.141152	-27.831208	0.470380	-1.096307	-28.195516	-0.027113	-1.109724	-28.200962	-0.053132	-1.185884	-27.817206	-0.029717	-1.074471	-27.827514	-0.056941	-1.137099
9	0.111148	00:00:00:09	-27.994370	1.635995	-1.192112	-27.951295	1.676799	-1.108450	-28.076633	1.674391	-1.115505	-27.997598	1.522836	-1.173080	-28.000956	1.566839	-1.128681	-28.138635	1.556862	-1.186112	-27.839350	1.541486	-1.133820	-27.959968	1.548830	-0.862692	-27.951784	0.747172	-1.609892	-27.758702	1.545044	-0.575916	-28.086257	-0.017875	-2.075396	-27.783708	1.575094	-0.581472	-28.096671	-0.028764	-2.078377	-27.771107	1.537643	-0.558773	-28.124238	-0.029877	-2.073856	-28.196892	0.992998	-1.142796	-28.190948	0.983530	-1.162835	-27.810708	0.978783	-1.082529	-27.814699	0.978526	-1.141875	-28.194515	0.475153	-1.154666	-27.831087	0.466600	-1.119676	-28.185380	-0.031942	-1.132192	-28.185248	-0.083761	-1.173066	-27.832582	-0.038465	-1.062619	-27.848250	-0.039786	-1.136383
10	0.125041	00:00:00:10	-27.992236	1.651403	-1.256907	-27.933167	1.690401	-1.117088	-28.039736	1.682601	-1.119443	-27.996580	1.549432	-1.154950	-28.005700	1.561568	-1.137114	-28.119661	1.560678	-1.186528	-27.869924	1.554942	-1.122095	-27.957902	1.570666	-0.879540	-27.993545	0.776731	-1.611638	-27.782426	1.530902	-0.567070	-28.107195	-0.032007	-2.077055	-27.780533	1.572951	-0.563365	-28.090245	-0.054786	-2.069455	-27.751167	1.519013	-0.568514	-28.081825	-0.019393	-2.061361	-28.200581	0.968260	-1.127079	-28.152123	0.958336	-1.160708	-27.825386	0.993826	-1.080007	-27.820878	0.961240	-1.141885	-28.168611	0.484248	-1.169169	-27.829495	0.460703	-1.125101	-28.200496	-0.030356	-1.094377	-28.204167	-0.047814	-1.186756	-27.814740	-0.036813	-1.080417	-27.824700	-0.060201	-1.136677
11	0.138935	00:00:00:11	-28.015780	1.666820	-1.243640	-27.936041	1.676919	-1.112958	-28.065603	1.693882	-1.134726	-28.006696	1.540244	-1.140504	-28.020288	1.571303	-1.120631	-28.151146	1.560204	-1.190180	-27.850717	1.553857	-1.129744	-27.939937	1.554392	-0.881712	-27.970010	0.786428	-1.607339	-27.743090	1.575255	-0.614380	-28.093728	-0.046334	-2.066874	-27.776609	1.542664	-0.579878	-28.079851	-0.048230	-2.057849	-27.764169	1.557787	-0.580976	-28.107439	0.001398	-2.088068	-28.181691	0.983291	-1.106758	-28.151760	0.990919	-1.186215	-27.814065	1.011404	-1.100046	-27.816726	0.942784	-1.133390	-28.187139	0.450764	-1.153014	-27.792303	0.466518	-1.099428	-28.189227	-0.022689	-1.086973	-28.180809	-0.045739	-1.175913	-27.846674	-0.057388	-1.074806	-27.811240	-0.046150	-1.105979
