Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-28.001392	1.651081	-1.217736	-27.934195	1.687531	-1.128868	-28.064079	1.684201	-1.107198	-28.004800	1.582354	-1.152942	-27.983659	1.569431	-1.143874	-28.166514	1.565786	-1.157545	-27.844784	1.566841	-1.128151	-27.937381	1.562620	-0.874377	-27.984912	0.751420	-1.597340	-27.767485	1.554645	-0.587212	-28.087054	-0.007931	-2.040003	-27.808187	1.553978	-0.568820	-28.087151	-0.051332	-2.049104	-27.753142	1.551751	-0.571248	-28.099159	-0.047725	-2.057680	-28.172754	0.994154	-1.118315	-28.180580	0.960634	-1.195769	-27.839636	1.014422	-1.077255	-27.811145	0.972495	-1.158893	-28.172028	0.469346	-1.139541	-27.803242	0.469353	-1.093388	-28.191461	-0.044085	-1.109715	-28.199779	-0.072712	-1.163697	-27.851763	-0.028185	-1.060617	-27.810908	-0.055499	-1.147103
2	0.013893	00:00:00:02	-28.003313	1.636043	-1.233553	-27.967932	1.693845	-1.102550	-28.061170	1.679714	-1.143833	-28.014019	1.565843	-1.151153	-27.979204	1.586592	-1.115483	-28.151611	1.555506	-1.200267	-27.842245	1.563894	-1.141290	-27.973244	1.554318	-0.898560	-27.956399	0.774144	-1.613126	-27.787755	1.530697	-0.583581	-28.084580	-0.025643	-2.052098	-27.781801	1.557814	-0.553627	-28.082969	-0.025448	-2.028913	-27.766322	1.544654	-0.567537	-28.079201	-0.042329	-2.077996	-28.166272	0.996015	-1.131397	-28.157596	0.970915	-1.193181	-27.848576	1.020925	-1.078677	-27.834145	0.967808	-1.154306	-28.193210	0.490890	-1.148728	-27.840553	0.473600	-1.094533	-28.172533	-0.043441	-1.121812	-28.170485	-0.040944	-1.195201	-27.817186	-0.036861	-1.065467	-27.834488	-0.058439	-1.119021
3	0.027786	00:00:00:03	-27.991430	1.651531	-1.239294	-27.967024	1.671507	-1.111465	-28.065527	1.698050	-1.111859	-28.031094	1.550634	-1.165629	-27.999747	1.558098	-1.107922	-28.169252	1.526639	-1.170255	-27.835648	1.544422	-1.123762	-27.967014	1.560406	-0.877685	-27.962672	0.772035	-1.592600	-27.780317	1.547043	-0.570224	-28.103856	-0.019677	-2.054016	-27.782311	1.545344	-0.556421	-28.078213	-0.034203	-2.068242	-27.772752	1.551396	-0.582244	-28.100552	-0.037184	-2.067817	-28.178326	1.033480	-1.138120	-28.181696	0.984229	-1.202091	-27.811673	0.998596	-1.101673	-27.831340	0.986530	-1.142271	-28.190610	0.466806	-1.170351	-27.817223	0.460639	-1.103328	-28.193134	-0.019480	-1.110902	-28.184447	-0.046017	-1.184634	-27.847502	-0.028599	-1.068987	-27.823314	-0.073386	-1.132383
4	0.041679	00:00:00:04	-28.011134	1.656876	-1.243608	-27.943720	1.703269	-1.109457	-28.061396	1.694007	-1.134052	-28.010902	1.546406	-1.151425	-27.982051	1.555844	-1.127183	-28.152553	1.576991	-1.194793	-27.843533	1.558896	-1.139789	-27.969808	1.559544	-0.872715	-27.965817	0.779527	-1.618687	-27.758615	1.534751	-0.561091	-28.107746	-0.028777	-2.067403	-27.763396	1.541636	-0.552594	-28.102388	-0.008401	-2.055812	-27.772882	1.554873	-0.580731	-28.110640	-0.047638	-2.051910	-28.213765	1.020445	-1.116150	-28.187453	0.975503	-1.168415	-27.845900	0.995245	-1.070575	-27.813262	0.966004	-1.153113	-28.183008	0.466458	-1.151376	-27.836482	0.471925	-1.123725	-28.188179	-0.001003	-1.112893	-28.174589	-0.046512	-1.158741	-27.816188	-0.020585	-1.068685	-27.832095	-0.066924	-1.123874
5	0.055573	00:00:00:05	-27.983211	1.648658	-1.252921	-27.953707	1.683065	-1.116282	-28.044477	1.680463	-1.145362	-27.990000	1.579266	-1.157661	-27.996450	1.570098	-1.134236	-28.158234	1.554603	-1.172661	-27.843840	1.564600	-1.136293	-27.963903	1.539554	-0.891109	-27.957334	0.789999	-1.588570	-27.752336	1.557748	-0.568514	-28.109012	-0.029342	-2.067235	-27.750839	1.531995	-0.566796	-28.090843	-0.041058	-2.079550	-27.784428	1.545171	-0.572518	-28.089520	-0.030322	-2.056821	-28.186672	0.995738	-1.129065	-28.167255	0.985946	-1.181282	-27.822338	0.978574	-1.097858	-27.835076	1.003240	-1.158059	-28.157591	0.474763	-1.130857	-27.810341	0.476615	-1.110558	-28.184102	-0.058830	-1.125326	-28.181794	-0.036130	-1.158409	-27.836723	-0.031468	-1.059259	-27.836380	-0.039424	-1.100279
6	0.069466	00:00:00:06	-27.997887	1.651290	-1.251640	-27.930960	1.678839	-1.095104	-28.080621	1.673260	-1.125097	-28.020268	1.550316	-1.156336	-28.007152	1.585861	-1.099193	-28.151919	1.559536	-1.161241	-27.851254	1.580429	-1.145038	-27.979302	1.574877	-0.865527	-27.963043	0.765842	-1.625394	-27.779385	1.546646	-0.557863	-28.101683	-0.033721	-2.078997	-27.761209	1.552231	-0.570224	-28.085725	-0.039205	-2.068054	-27.760122	1.554722	-0.558972	-28.076432	-0.045686	-2.055402	-28.180603	0.995646	-1.113416	-28.175167	0.985994	-1.177759	-27.840019	0.989611	-1.083193	-27.821642	0.960824	-1.139803	-28.179831	0.470200	-1.161296	-27.842048	0.473839	-1.106505	-28.182810	-0.021523	-1.124465	-28.185545	-0.062746	-1.164492	-27.822069	-0.042867	-1.075285	-27.837396	-0.033950	-1.116837
7	0.083359	00:00:00:07	-28.008385	1.661531	-1.257703	-27.941657	1.694967	-1.099584	-28.046180	1.683291	-1.118167	-28.010178	1.580148	-1.162409	-28.017537	1.573923	-1.126458	-28.118283	1.560453	-1.172677	-27.849081	1.554274	-1.148327	-27.960981	1.563424	-0.886270	-27.989030	0.754633	-1.584319	-27.778503	1.546549	-0.590075	-28.094182	-0.018485	-2.058004	-27.750788	1.534634	-0.557197	-28.116586	-0.048945	-2.057891	-27.780092	1.535982	-0.565858	-28.122360	-0.037290	-2.058801	-28.169713	0.984498	-1.140849	-28.158111	0.959144	-1.171898	-27.833831	0.987562	-1.097255	-27.827769	0.984738	-1.146758	-28.178307	0.480645	-1.120034	-27.825038	0.458727	-1.096737	-28.198778	-0.036408	-1.121384	-28.144584	-0.053342	-1.174954	-27.837307	0.017759	-1.051820	-27.822962	-0.023987	-1.125888
8	0.097252	00:00:00:08	-27.979839	1.640141	-1.270317	-27.924603	1.692815	-1.098595	-28.064129	1.674345	-1.146929	-28.004143	1.543634	-1.159884	-28.018712	1.560812	-1.116290	-28.161072	1.559889	-1.155166	-27.851180	1.561160	-1.135911	-27.958782	1.550393	-0.873634	-28.000515	0.755243	-1.622659	-27.772689	1.539028	-0.593012	-28.103832	-0.049832	-2.052797	-27.788120	1.548247	-0.561401	-28.117860	-0.011329	-2.057091	-27.767798	1.564992	-0.583952	-28.070462	-0.048373	-2.057272	-28.194799	1.008550	-1.120375	-28.188069	0.964577	-1.180262	-27.818284	0.992331	-1.094436	-27.824782	0.966277	-1.134060	-28.200252	0.468429	-1.133558	-27.822105	0.480289	-1.102168	-28.181079	-0.024470	-1.119293	-28.176342	-0.052647	-1.167215	-27.830050	-0.032961	-1.040954	-27.822418	-0.057047	-1.152788
9	0.111145	00:00:00:09	-27.979739	1.637915	-1.228943	-27.938198	1.684833	-1.140433	-28.054781	1.690479	-1.138516	-27.986342	1.538538	-1.156001	-27.992996	1.557368	-1.130643	-28.140852	1.563800	-1.183564	-27.868690	1.572706	-1.120517	-27.949636	1.556015	-0.894465	-27.986064	0.761923	-1.612889	-27.777571	1.545875	-0.596795	-28.091194	-0.011693	-2.079320	-27.774688	1.550249	-0.566984	-28.093623	-0.022956	-2.046002	-27.780822	1.551353	-0.567891	-28.110756	-0.047037	-2.049433	-28.203557	0.987528	-1.121017	-28.168767	0.967975	-1.183547	-27.820001	0.984049	-1.087750	-27.824972	0.960842	-1.126932	-28.162624	0.481984	-1.152824	-27.819856	0.485070	-1.103097	-28.183170	-0.030949	-1.109354	-28.182255	-0.045635	-1.144262	-27.824850	-0.015765	-1.068081	-27.810060	-0.052460	-1.113925
10	0.125038	00:00:00:10	-27.987882	1.617486	-1.222151	-27.940960	1.655595	-1.103187	-28.053182	1.675319	-1.129883	-27.988178	1.549007	-1.154308	-28.002272	1.560240	-1.141980	-28.156091	1.586619	-1.162576	-27.853234	1.551866	-1.142581	-27.953949	1.538207	-0.899594	-27.981394	0.769739	-1.609579	-27.771726	1.538089	-0.566264	-28.089461	-0.020232	-2.075305	-27.781520	1.554651	-0.588472	-28.111125	-0.019689	-2.056143	-27.773843	1.536370	-0.554045	-28.105604	-0.031941	-2.036671	-28.179039	0.996248	-1.128650	-28.173307	0.952690	-1.188174	-27.842653	0.985913	-1.092194	-27.817315	0.968295	-1.137876	-28.173775	0.465394	-1.141245	-27.830798	0.471701	-1.117370	-28.203170	-0.016915	-1.115029	-28.168628	-0.049010	-1.177359	-27.826039	-0.039310	-1.076100	-27.809076	-0.045899	-1.123432
