Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.989993	1.653879	-1.236774	-27.960283	1.662536	-1.135948	-28.060466	1.716083	-1.126951	-28.014200	1.566803	-1.139057	-28.020654	1.562797	-1.091811	-28.157791	1.561323	-1.185087	-27.852586	1.523887	-1.124232	-27.937392	1.511027	-0.880264	-27.957817	0.773716	-1.577803	-27.767520	1.535227	-0.572327	-28.081726	-0.047094	-2.095625	-27.759355	1.503164	-0.561032	-28.092607	-0.047034	-2.071925	-27.753411	1.520351	-0.559430	-28.078184	-0.047471	-2.051059	-28.181826	1.007106	-1.139476	-28.194203	0.978043	-1.162302	-27.839787	1.013088	-1.093983	-27.803167	0.972913	-1.143501	-28.178570	0.468533	-1.155495	-27.838676	0.469684	-1.090231	-28.183330	-0.025175	-1.119540	-28.169304	-0.078201	-1.162038	-27.837339	-0.022957	-1.057413	-27.834059	-0.050766	-1.099451
2	0.013894	00:00:00:02	-28.020691	1.671462	-1.231671	-27.952567	1.705512	-1.102819	-28.071309	1.696578	-1.121284	-28.019469	1.561653	-1.161129	-28.026354	1.544406	-1.123047	-28.162602	1.545868	-1.175688	-27.847760	1.548098	-1.113707	-27.949451	1.555950	-0.902036	-27.957966	0.770309	-1.616496	-27.740609	1.558426	-0.586197	-28.118177	-0.049696	-2.057724	-27.754614	1.522637	-0.576801	-28.108161	-0.025688	-2.061132	-27.778443	1.525555	-0.554890	-28.081993	-0.024120	-2.035753	-28.152075	1.000043	-1.129802	-28.175443	0.945998	-1.208248	-27.823953	0.970377	-1.080375	-27.820395	0.978096	-1.143699	-28.172729	0.480023	-1.156464	-27.825245	0.475357	-1.113261	-28.182477	-0.011886	-1.124028	-28.181203	-0.053431	-1.162929	-27.845845	-0.029726	-1.060168	-27.824196	-0.044470	-1.096450
3	0.027788	00:00:00:03	-27.990166	1.657046	-1.242690	-27.956357	1.690581	-1.125886	-28.058401	1.677862	-1.113275	-28.002642	1.541581	-1.157069	-27.985103	1.558130	-1.158049	-28.137661	1.566577	-1.169232	-27.854597	1.548322	-1.146033	-27.964961	1.554209	-0.849984	-27.971640	0.781766	-1.601526	-27.739336	1.556987	-0.567054	-28.082785	-0.055850	-2.057867	-27.765780	1.549303	-0.577957	-28.107842	-0.014311	-2.049637	-27.768616	1.543174	-0.568659	-28.082709	-0.019020	-2.081260	-28.198836	0.994875	-1.154935	-28.162511	0.968572	-1.191729	-27.845980	1.005424	-1.099041	-27.833131	0.976812	-1.163384	-28.185727	0.497827	-1.126573	-27.828097	0.481960	-1.091622	-28.199724	-0.035864	-1.123043	-28.187113	-0.036358	-1.161738	-27.830877	-0.008495	-1.102330	-27.812058	-0.068084	-1.141475
4	0.041683	00:00:00:04	-27.973511	1.619516	-1.223026	-27.966343	1.683971	-1.116856	-28.080092	1.682182	-1.100826	-27.972738	1.525031	-1.153581	-27.987356	1.589864	-1.115363	-28.158969	1.554026	-1.203628	-27.855682	1.556073	-1.162423	-27.941576	1.542290	-0.894764	-27.982440	0.746430	-1.596659	-27.780321	1.550273	-0.572993	-28.086291	-0.043641	-2.057392	-27.750533	1.532584	-0.582394	-28.117480	-0.033283	-2.050330	-27.764915	1.550836	-0.566954	-28.070398	-0.030841	-2.035637	-28.177824	0.982054	-1.139836	-28.165119	0.962938	-1.186122	-27.847617	0.966601	-1.105097	-27.832081	0.963809	-1.167699	-28.210666	0.462283	-1.135794	-27.836357	0.454103	-1.117142	-28.185875	-0.029169	-1.117705	-28.175000	-0.058116	-1.164658	-27.839738	-0.044194	-1.059838	-27.828152	-0.050580	-1.128260
5	0.055577	00:00:00:05	-28.001329	1.628088	-1.238133	-27.933175	1.691072	-1.120026	-28.059266	1.673782	-1.097143	-28.015288	1.553338	-1.157074	-28.004061	1.567572	-1.111520	-28.151151	1.566741	-1.192869	-27.863151	1.553148	-1.119033	-27.972551	1.554258	-0.867408	-27.966795	0.763554	-1.613781	-27.759246	1.546997	-0.577492	-28.086056	-0.032683	-2.053441	-27.754828	1.564551	-0.581567	-28.077289	-0.039392	-2.045191	-27.747632	1.545920	-0.570918	-28.104252	-0.049648	-2.050928	-28.190669	0.996332	-1.115117	-28.194374	0.961264	-1.197308	-27.832721	0.970476	-1.100962	-27.849668	0.956768	-1.118590	-28.162061	0.493456	-1.154140	-27.820717	0.467108	-1.104134	-28.189809	-0.037716	-1.111597	-28.205698	-0.059004	-1.181712	-27.846773	-0.033887	-1.062915	-27.796738	-0.046597	-1.131963
6	0.069471	00:00:00:06	-28.004271	1.669225	-1.212870	-27.960488	1.696321	-1.101463	-28.050701	1.678063	-1.143558	-28.008574	1.552585	-1.154136	-28.009053	1.569313	-1.142493	-28.125901	1.536990	-1.168176	-27.876384	1.559129	-1.118496	-27.960118	1.536352	-0.867947	-27.968878	0.757292	-1.589990	-27.805206	1.532592	-0.580850	-28.091244	-0.046721	-2.063888	-27.760019	1.539314	-0.568420	-28.105699	-0.041022	-2.050493	-27.765056	1.545263	-0.576736	-28.088315	-0.040616	-2.071748	-28.211847	0.988373	-1.148119	-28.190813	0.984117	-1.176261	-27.836964	0.993471	-1.096474	-27.829819	0.983286	-1.153472	-28.167103	0.485683	-1.149669	-27.811224	0.494643	-1.111241	-28.176995	-0.034228	-1.120045	-28.186556	-0.077460	-1.151233	-27.823815	-0.038256	-1.089404	-27.820329	-0.060053	-1.125868
7	0.083365	00:00:00:07	-28.013692	1.625658	-1.270314	-27.941597	1.687298	-1.128473	-28.067680	1.675070	-1.132481	-27.993463	1.586567	-1.172259	-28.002582	1.554405	-1.128572	-28.136614	1.551235	-1.170100	-27.856958	1.531494	-1.129476	-27.946450	1.558966	-0.874420	-27.965363	0.762249	-1.595177	-27.791762	1.516600	-0.581963	-28.080575	-0.033619	-2.079914	-27.764447	1.526965	-0.573172	-28.070297	-0.043745	-2.061614	-27.740372	1.545736	-0.561604	-28.100169	-0.031591	-2.075169	-28.176604	0.993826	-1.135036	-28.170110	0.974592	-1.215466	-27.850506	0.998582	-1.105697	-27.840650	0.948389	-1.180281	-28.186182	0.439482	-1.147438	-27.819859	0.475516	-1.079419	-28.191709	-0.062099	-1.106213	-28.167697	-0.042995	-1.177493	-27.829234	-0.016974	-1.068353	-27.818601	-0.055025	-1.136323
8	0.097260	00:00:00:08	-27.990994	1.660479	-1.256861	-27.929404	1.670838	-1.129985	-28.067934	1.691636	-1.129406	-28.007118	1.554355	-1.156677	-28.001021	1.591904	-1.117166	-28.188277	1.546205	-1.185083	-27.864686	1.572769	-1.130274	-27.944878	1.547676	-0.911975	-27.962999	0.769743	-1.605585	-27.778266	1.548458	-0.589598	-28.087773	-0.030152	-2.062749	-27.757616	1.521226	-0.565951	-28.091323	-0.028056	-2.054584	-27.765836	1.549399	-0.565078	-28.095161	-0.028274	-2.052882	-28.163576	0.988961	-1.139421	-28.188155	0.985580	-1.173023	-27.837876	1.004631	-1.098025	-27.819096	0.985147	-1.169591	-28.188252	0.469584	-1.160826	-27.810362	0.448360	-1.110663	-28.197115	-0.066956	-1.119590	-28.174890	-0.063579	-1.144746	-27.823815	-0.019068	-1.066452	-27.841693	-0.049240	-1.133327
9	0.111154	00:00:00:09	-27.997799	1.645103	-1.246455	-27.933836	1.697800	-1.112667	-28.068913	1.693729	-1.133223	-27.976812	1.538542	-1.140718	-27.998180	1.575503	-1.108503	-28.159085	1.526877	-1.164635	-27.860600	1.552236	-1.158768	-27.959845	1.525572	-0.860914	-27.964293	0.772470	-1.596646	-27.741698	1.550475	-0.546996	-28.076729	-0.041956	-2.082735	-27.752802	1.540794	-0.538949	-28.088339	-0.038902	-2.062450	-27.778820	1.528582	-0.571066	-28.084318	-0.024503	-2.060133	-28.168748	0.989184	-1.120491	-28.158055	0.975337	-1.176384	-27.839234	1.031714	-1.075680	-27.830863	0.988917	-1.145334	-28.198903	0.459434	-1.149616	-27.817410	0.505922	-1.100854	-28.169885	-0.020522	-1.110934	-28.167846	-0.046767	-1.160545	-27.837358	-0.018105	-1.080919	-27.816312	-0.055012	-1.142586
10	0.125048	00:00:00:10	-28.000518	1.664112	-1.247906	-27.935726	1.687938	-1.083082	-28.093042	1.655235	-1.117496	-28.011459	1.554189	-1.164842	-27.983488	1.549708	-1.111407	-28.156862	1.565519	-1.180133	-27.847581	1.557359	-1.137203	-27.956330	1.548203	-0.873661	-27.942715	0.767615	-1.625327	-27.766008	1.541556	-0.560504	-28.074912	-0.056618	-2.045655	-27.777157	1.541276	-0.562866	-28.110458	0.003833	-2.052907	-27.781366	1.533901	-0.569964	-28.089520	-0.037176	-2.063147	-28.170414	0.970802	-1.131922	-28.165776	0.961865	-1.170711	-27.820619	0.997434	-1.085505	-27.839184	0.952789	-1.147331	-28.191533	0.452681	-1.167608	-27.836153	0.464973	-1.108262	-28.195054	-0.025602	-1.112560	-28.180098	-0.046652	-1.165417	-27.823772	-0.022968	-1.089153	-27.820364	-0.050073	-1.162136
