Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-28.004593	1.630580	-1.264355	-27.924499	1.674899	-1.125746	-28.036881	1.673191	-1.121302	-28.027810	1.529135	-1.141883	-28.012158	1.555358	-1.117805	-28.151283	1.534902	-1.166027	-27.853694	1.554013	-1.166362	-27.960551	1.541142	-0.860782	-28.008829	0.770276	-1.553032	-27.765667	1.557559	-0.561363	-28.081498	-0.035657	-2.070485	-27.768552	1.544508	-0.578048	-28.091728	-0.047454	-2.071900	-27.749686	1.530129	-0.581098	-28.088114	-0.054333	-2.046257	-28.187648	0.969951	-1.131233	-28.187996	0.963792	-1.202712	-27.838293	0.975897	-1.109226	-27.817065	0.961910	-1.139125	-28.163324	0.457245	-1.147327	-27.831003	0.471640	-1.120471	-28.191931	-0.066767	-1.093818	-28.151362	-0.071639	-1.160916	-27.858772	-0.023667	-1.086661	-27.812336	-0.068403	-1.150162
2	0.013893	00:00:00:02	-27.980717	1.643532	-1.242535	-27.944419	1.691886	-1.150636	-28.072110	1.639604	-1.140767	-27.989733	1.562466	-1.161861	-28.011574	1.570462	-1.126255	-28.155929	1.549471	-1.191661	-27.856448	1.554572	-1.135553	-27.971929	1.516653	-0.872117	-27.975226	0.750507	-1.627867	-27.795776	1.540833	-0.601452	-28.112512	-0.058920	-2.063709	-27.768989	1.502283	-0.531208	-28.127402	-0.057639	-2.078089	-27.747055	1.544634	-0.566408	-28.096649	-0.078408	-2.066183	-28.164703	1.000913	-1.140462	-28.176479	0.956678	-1.189059	-27.819905	1.000530	-1.079354	-27.815030	0.962219	-1.165890	-28.193663	0.438892	-1.141950	-27.830454	0.469915	-1.106084	-28.174462	-0.038849	-1.091745	-28.155792	-0.092627	-1.183755	-27.834449	-0.045830	-1.088807	-27.819508	-0.058547	-1.136440
3	0.027785	00:00:00:03	-28.000979	1.656511	-1.204204	-27.954201	1.675747	-1.139173	-28.073964	1.658609	-1.118846	-28.007560	1.540681	-1.135576	-28.018288	1.557686	-1.123255	-28.133817	1.531287	-1.169203	-27.868312	1.572392	-1.133364	-27.972230	1.575725	-0.863438	-27.981902	0.713114	-1.582830	-27.782881	1.533618	-0.578832	-28.109022	-0.014811	-2.073139	-27.762318	1.545980	-0.560016	-28.096302	-0.051286	-2.054501	-27.738926	1.506785	-0.550948	-28.107370	-0.043320	-2.081584	-28.187204	0.990666	-1.118808	-28.167979	0.981346	-1.183624	-27.828683	0.975798	-1.098594	-27.809846	0.935363	-1.144141	-28.202317	0.484881	-1.127173	-27.807488	0.461875	-1.110424	-28.154686	-0.026246	-1.106459	-28.168509	-0.071100	-1.184358	-27.838779	-0.034174	-1.070996	-27.831503	-0.064724	-1.123178
4	0.041678	00:00:00:04	-27.991795	1.627799	-1.251128	-27.925738	1.675058	-1.084112	-28.071856	1.701082	-1.131790	-28.012672	1.552623	-1.162714	-28.014687	1.581985	-1.128513	-28.148553	1.561424	-1.191520	-27.840072	1.560343	-1.124345	-27.960269	1.529436	-0.876332	-27.945005	0.744626	-1.629189	-27.765119	1.555379	-0.547179	-28.091267	-0.057957	-2.049211	-27.756408	1.535364	-0.560463	-28.084517	-0.001271	-2.045938	-27.741225	1.529289	-0.536413	-28.070505	-0.056128	-2.069440	-28.179023	0.969046	-1.084212	-28.188921	0.977951	-1.183321	-27.822287	0.984850	-1.083333	-27.821334	0.999007	-1.146904	-28.183995	0.453442	-1.158619	-27.820365	0.479246	-1.104771	-28.179659	-0.039013	-1.093865	-28.212299	-0.078603	-1.158708	-27.833725	-0.074868	-1.066997	-27.833269	-0.066411	-1.108666
5	0.055571	00:00:00:05	-27.974863	1.645474	-1.229622	-27.973398	1.656574	-1.077315	-28.045954	1.685346	-1.120751	-28.027871	1.552900	-1.148426	-28.011774	1.573845	-1.110069	-28.165275	1.530313	-1.175540	-27.834662	1.550695	-1.109720	-27.945568	1.543361	-0.886650	-27.983720	0.746056	-1.595992	-27.760773	1.552374	-0.574219	-28.080938	-0.014321	-2.063101	-27.780072	1.529225	-0.550918	-28.106532	-0.063694	-2.060973	-27.770298	1.506443	-0.572805	-28.091819	-0.058422	-2.037884	-28.177730	0.986482	-1.125971	-28.180190	0.967564	-1.193220	-27.833645	0.972222	-1.103599	-27.800865	0.961678	-1.132722	-28.167894	0.449194	-1.150209	-27.788352	0.464922	-1.097813	-28.211543	-0.040970	-1.097694	-28.193508	-0.092203	-1.182553	-27.812133	-0.014858	-1.097949	-27.810683	-0.074805	-1.109667
6	0.069463	00:00:00:06	-27.995340	1.642030	-1.243785	-27.961403	1.690930	-1.128458	-28.094526	1.675512	-1.129260	-28.027770	1.553278	-1.167064	-27.985628	1.571073	-1.129433	-28.187290	1.562009	-1.190975	-27.843831	1.525475	-1.131969	-27.958754	1.527671	-0.873582	-27.993820	0.767020	-1.589826	-27.758475	1.547144	-0.571990	-28.094839	-0.033506	-2.071788	-27.784906	1.524631	-0.591677	-28.082970	-0.049807	-2.064613	-27.802506	1.542590	-0.588991	-28.090710	-0.007929	-2.061624	-28.176659	1.000082	-1.142922	-28.206549	0.972756	-1.180141	-27.862561	0.957452	-1.119590	-27.840637	0.963426	-1.128884	-28.169783	0.463665	-1.133290	-27.825602	0.473279	-1.109207	-28.175993	-0.057535	-1.111455	-28.178707	-0.044192	-1.192916	-27.804723	-0.057535	-1.065088	-27.829904	-0.083228	-1.113373
7	0.083356	00:00:00:07	-28.004386	1.614340	-1.219070	-27.910151	1.656868	-1.124885	-28.046154	1.670294	-1.126531	-27.998234	1.527211	-1.164008	-28.010557	1.561352	-1.124360	-28.153175	1.556747	-1.159739	-27.871408	1.557834	-1.131349	-27.966595	1.539960	-0.879752	-27.957540	0.740693	-1.613746	-27.773407	1.559608	-0.564083	-28.112583	-0.061167	-2.063291	-27.734611	1.515604	-0.577509	-28.105641	-0.014669	-2.088515	-27.759399	1.540721	-0.588413	-28.108965	-0.038691	-2.025170	-28.217277	0.981931	-1.124297	-28.189738	0.946891	-1.176566	-27.832302	0.985819	-1.088705	-27.828882	0.959315	-1.156511	-28.189655	0.480350	-1.166574	-27.793985	0.471782	-1.119596	-28.202001	-0.050858	-1.103045	-28.190525	-0.054923	-1.187423	-27.829993	-0.030210	-1.079298	-27.840058	-0.060923	-1.136111
8	0.097249	00:00:00:08	-27.967479	1.650758	-1.243786	-27.913066	1.679139	-1.098550	-28.064304	1.645384	-1.130492	-28.006931	1.547654	-1.182684	-27.997601	1.548192	-1.112801	-28.154540	1.552204	-1.180077	-27.841977	1.547577	-1.132137	-27.955393	1.551864	-0.863853	-27.972150	0.732314	-1.617489	-27.757264	1.539236	-0.615399	-28.096724	-0.034675	-2.057673	-27.795395	1.526778	-0.571308	-28.107974	-0.027508	-2.053069	-27.751136	1.533969	-0.569838	-28.109378	-0.032976	-2.082202	-28.206104	0.994713	-1.135309	-28.172249	0.969124	-1.160380	-27.819308	0.982225	-1.107656	-27.820353	0.950690	-1.133197	-28.190848	0.443332	-1.175412	-27.852641	0.450075	-1.099293	-28.189308	-0.058645	-1.128983	-28.175736	-0.078860	-1.160393	-27.822356	-0.045439	-1.110747	-27.820604	-0.025335	-1.116143
9	0.111141	00:00:00:09	-28.000764	1.639742	-1.210492	-27.967809	1.694759	-1.115596	-28.067812	1.668234	-1.113174	-28.013893	1.556099	-1.157550	-27.983319	1.564334	-1.164902	-28.142872	1.551221	-1.177823	-27.856115	1.526463	-1.160604	-27.951396	1.509641	-0.859696	-27.993874	0.751959	-1.614671	-27.762997	1.540172	-0.576055	-28.092433	-0.010687	-2.036351	-27.765231	1.500172	-0.584569	-28.103780	-0.040309	-2.046382	-27.721580	1.535909	-0.570720	-28.087014	-0.046799	-2.058128	-28.185019	0.994062	-1.137619	-28.156742	0.988043	-1.183806	-27.843360	0.970051	-1.065206	-27.801772	0.966086	-1.155452	-28.177731	0.438326	-1.142763	-27.817535	0.447814	-1.109087	-28.184540	-0.052018	-1.090108	-28.187345	-0.070269	-1.168296	-27.833142	-0.037948	-1.051260	-27.841632	-0.069631	-1.122295
10	0.125034	00:00:00:10	-27.993842	1.635019	-1.232666	-27.918539	1.670803	-1.131560	-28.075207	1.665081	-1.128092	-27.997987	1.548306	-1.143679	-28.018327	1.560522	-1.112576	-28.171565	1.552349	-1.166135	-27.867131	1.551858	-1.146071	-27.982735	1.545339	-0.905881	-27.964719	0.770240	-1.598802	-27.769161	1.554811	-0.591771	-28.108903	-0.025305	-2.032707	-27.785070	1.528369	-0.573518	-28.079947	-0.031106	-2.058242	-27.783458	1.558296	-0.602798	-28.102793	-0.056596	-2.089889	-28.153125	0.961340	-1.141488	-28.143603	1.007764	-1.209758	-27.842511	1.003292	-1.102408	-27.849244	0.955054	-1.126568	-28.193521	0.452951	-1.140720	-27.840486	0.483287	-1.136309	-28.164214	-0.058329	-1.082044	-28.171951	-0.055737	-1.154616	-27.842036	-0.080036	-1.103539	-27.811082	-0.068030	-1.128092
