Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.998906	1.637247	-1.243221	-27.939033	1.701217	-1.098483	-28.064221	1.687502	-1.123617	-28.021983	1.563726	-1.147427	-27.990564	1.590953	-1.126116	-28.135073	1.566627	-1.177797	-27.855036	1.572021	-1.142783	-27.964966	1.556615	-0.865397	-27.953253	0.751460	-1.619466	-27.757197	1.548376	-0.572142	-28.108358	-0.030336	-2.038805	-27.766950	1.575399	-0.552845	-28.081921	-0.031942	-2.061351	-27.770037	1.550617	-0.584352	-28.086354	-0.034334	-2.050803	-28.183684	1.012568	-1.136015	-28.177590	0.977533	-1.169140	-27.823915	0.992337	-1.099341	-27.831209	0.978234	-1.133678	-28.177171	0.482070	-1.149454	-27.818425	0.464674	-1.119267	-28.174084	-0.023735	-1.116972	-28.172657	-0.046859	-1.163980	-27.824232	-0.026468	-1.059990	-27.812578	-0.039248	-1.123596
2	0.013895	00:00:00:02	-27.983701	1.649987	-1.232517	-27.944903	1.673338	-1.096933	-28.068820	1.701125	-1.130109	-27.989703	1.557634	-1.166457	-28.016271	1.582703	-1.131567	-28.144758	1.566536	-1.178731	-27.867873	1.546504	-1.140837	-27.958900	1.559998	-0.869122	-27.984797	0.781865	-1.618458	-27.759773	1.531040	-0.570140	-28.084528	-0.037360	-2.049789	-27.753638	1.539124	-0.572496	-28.093705	-0.024820	-2.060641	-27.776283	1.560828	-0.564396	-28.097392	-0.029692	-2.079176	-28.167534	0.991279	-1.125739	-28.188576	1.001922	-1.210630	-27.834317	1.011708	-1.084528	-27.818946	0.981911	-1.138572	-28.182918	0.477093	-1.148085	-27.812783	0.487269	-1.132125	-28.174147	-0.020689	-1.109974	-28.174848	-0.042973	-1.165169	-27.806929	-0.025814	-1.064301	-27.812330	-0.036636	-1.103955
3	0.027790	00:00:00:03	-28.005033	1.640668	-1.247534	-27.939178	1.685269	-1.099516	-28.054948	1.691380	-1.110244	-27.995982	1.563877	-1.168471	-28.024771	1.563278	-1.106333	-28.153638	1.576212	-1.184290	-27.857253	1.571482	-1.143107	-27.958833	1.551971	-0.883381	-27.951438	0.745571	-1.597245	-27.779673	1.562243	-0.585803	-28.097020	-0.029209	-2.067621	-27.777666	1.567398	-0.584676	-28.077013	-0.010236	-2.072461	-27.760226	1.561146	-0.545313	-28.087830	-0.048550	-2.059119	-28.172773	1.019140	-1.145971	-28.182415	0.984125	-1.183770	-27.833479	1.004563	-1.088280	-27.838081	0.970233	-1.163987	-28.179004	0.483509	-1.145117	-27.823797	0.490094	-1.108193	-28.165101	-0.012468	-1.119813	-28.190289	-0.037056	-1.150268	-27.816238	-0.037578	-1.061368	-27.814084	-0.036774	-1.119064
4	0.041685	00:00:00:04	-27.995251	1.661417	-1.237524	-27.950321	1.699694	-1.104487	-28.047776	1.695491	-1.147851	-27.989772	1.545828	-1.145050	-27.988310	1.583023	-1.126082	-28.143509	1.551679	-1.177588	-27.849130	1.566263	-1.152169	-27.965446	1.574172	-0.865099	-27.961507	0.773224	-1.593090	-27.769640	1.564707	-0.576924	-28.096178	-0.038319	-2.072396	-27.758001	1.553908	-0.572839	-28.098239	-0.012709	-2.066254	-27.771617	1.545874	-0.575270	-28.088772	-0.029877	-2.058066	-28.213509	0.998451	-1.149293	-28.202298	0.972267	-1.179851	-27.830267	0.996396	-1.083853	-27.808393	0.978239	-1.139294	-28.192219	0.495607	-1.166282	-27.838994	0.472679	-1.128902	-28.197654	-0.017304	-1.111777	-28.163757	-0.047490	-1.169458	-27.838875	-0.029573	-1.073484	-27.815338	-0.039301	-1.110692
5	0.055580	00:00:00:05	-27.989184	1.637632	-1.237822	-27.936683	1.686264	-1.098223	-28.077569	1.681659	-1.122362	-27.998778	1.571246	-1.145673	-28.003123	1.594188	-1.134854	-28.148956	1.581121	-1.199711	-27.849246	1.583028	-1.136326	-27.945516	1.545282	-0.880690	-27.977388	0.766903	-1.596574	-27.767022	1.556021	-0.570532	-28.093514	-0.044832	-2.070772	-27.770453	1.534890	-0.560616	-28.080702	-0.025822	-2.073675	-27.776466	1.535573	-0.580149	-28.099531	-0.030032	-2.046788	-28.195059	1.018938	-1.120423	-28.185799	0.992515	-1.202227	-27.820994	1.009541	-1.089997	-27.798599	0.975436	-1.159749	-28.183490	0.473598	-1.153196	-27.830960	0.469946	-1.103934	-28.199752	-0.018682	-1.104270	-28.176233	-0.054552	-1.167636	-27.812233	-0.038804	-1.067161	-27.816171	-0.032079	-1.127499
6	0.069475	00:00:00:06	-27.993655	1.664430	-1.232784	-27.950018	1.674852	-1.117970	-28.067827	1.686108	-1.134032	-28.016535	1.553515	-1.144220	-28.017767	1.578752	-1.129487	-28.150372	1.553707	-1.183653	-27.862505	1.587015	-1.116388	-27.955877	1.558834	-0.881857	-27.992976	0.770733	-1.603559	-27.773834	1.548943	-0.559028	-28.098348	-0.028552	-2.052504	-27.764807	1.546896	-0.576175	-28.080620	-0.025617	-2.057268	-27.773763	1.550583	-0.568944	-28.074707	-0.035827	-2.068877	-28.157250	0.996776	-1.142914	-28.175170	0.977202	-1.171386	-27.844214	1.009499	-1.085093	-27.821390	0.974166	-1.137126	-28.177241	0.461414	-1.150489	-27.820340	0.480393	-1.114152	-28.190144	-0.049577	-1.106801	-28.177725	-0.048956	-1.143650	-27.826227	-0.021564	-1.060437	-27.827668	-0.045015	-1.145008
7	0.083370	00:00:00:07	-27.996510	1.652414	-1.245449	-27.939546	1.697613	-1.123384	-28.080219	1.693616	-1.135041	-28.003058	1.556551	-1.162915	-27.993226	1.582564	-1.106730	-28.135649	1.573889	-1.161400	-27.847031	1.562495	-1.152178	-27.953930	1.549090	-0.868231	-27.970320	0.783700	-1.621273	-27.777802	1.549863	-0.580674	-28.089554	-0.017336	-2.073192	-27.764598	1.567588	-0.579321	-28.084418	-0.015962	-2.062974	-27.782234	1.550692	-0.567166	-28.091548	-0.006690	-2.073866	-28.186950	0.990716	-1.123460	-28.176635	0.989744	-1.177632	-27.821787	1.006753	-1.097594	-27.824431	0.995089	-1.139576	-28.176061	0.494156	-1.163757	-27.832671	0.473239	-1.084780	-28.182033	-0.041246	-1.098200	-28.189189	-0.050262	-1.159403	-27.832002	-0.020818	-1.071554	-27.819751	-0.028533	-1.134406
8	0.097265	00:00:00:08	-27.983396	1.633116	-1.243324	-27.950757	1.690543	-1.096897	-28.069752	1.689382	-1.140210	-28.006587	1.557195	-1.165018	-28.016043	1.603626	-1.088988	-28.158958	1.565111	-1.174080	-27.836382	1.577848	-1.132245	-27.971130	1.559957	-0.879294	-27.973460	0.743929	-1.607479	-27.773818	1.548742	-0.595466	-28.100366	-0.020332	-2.074957	-27.772472	1.562344	-0.561381	-28.114211	-0.031068	-2.056270	-27.760046	1.544963	-0.556366	-28.103936	-0.015089	-2.057784	-28.193980	1.012297	-1.124784	-28.179980	0.986106	-1.175019	-27.825342	1.001144	-1.082872	-27.817935	0.984761	-1.156118	-28.162337	0.463603	-1.142157	-27.835853	0.490212	-1.133158	-28.181132	-0.013452	-1.111806	-28.191894	-0.057473	-1.177092	-27.845738	-0.052917	-1.080620	-27.859371	-0.055179	-1.115783
9	0.111160	00:00:00:09	-27.991538	1.651147	-1.243508	-27.940344	1.700798	-1.114726	-28.066531	1.686421	-1.130931	-28.011396	1.565436	-1.166147	-27.987535	1.574752	-1.137975	-28.168858	1.559223	-1.182348	-27.872438	1.582998	-1.150106	-27.951457	1.558376	-0.869623	-27.980748	0.771873	-1.589614	-27.778351	1.532584	-0.541945	-28.099832	-0.030992	-2.057161	-27.781025	1.555416	-0.574207	-28.077194	-0.012591	-2.047029	-27.767124	1.539949	-0.580790	-28.088430	-0.028325	-2.062161	-28.170136	0.990942	-1.117806	-28.159482	0.999183	-1.186118	-27.830777	1.017436	-1.090418	-27.819677	0.971726	-1.159209	-28.185525	0.467832	-1.158176	-27.825353	0.492028	-1.106539	-28.159616	-0.029712	-1.091737	-28.175104	-0.048063	-1.164824	-27.838636	-0.042712	-1.035848	-27.826314	-0.062908	-1.123968
10	0.125055	00:00:00:10	-27.998249	1.644151	-1.223675	-27.937179	1.706603	-1.125388	-28.062164	1.696846	-1.131915	-27.984864	1.565291	-1.147289	-28.007152	1.584376	-1.121656	-28.142900	1.554169	-1.171645	-27.828227	1.567752	-1.128013	-27.949853	1.547877	-0.862886	-27.985316	0.785777	-1.599269	-27.771640	1.547794	-0.579362	-28.112175	-0.034459	-2.057562	-27.765376	1.547017	-0.572011	-28.114014	-0.035350	-2.046912	-27.769421	1.538301	-0.569226	-28.093401	-0.037064	-2.070036	-28.194877	0.988386	-1.126014	-28.188671	0.987037	-1.199390	-27.841578	1.004390	-1.096766	-27.841718	0.971749	-1.144864	-28.182116	0.464164	-1.145903	-27.830823	0.472390	-1.107827	-28.171920	-0.014635	-1.093586	-28.210852	-0.042141	-1.164330	-27.841147	-0.022910	-1.066094	-27.818493	-0.067719	-1.098093
11	0.138950	00:00:00:11	-28.005219	1.657601	-1.237489	-27.953683	1.672188	-1.113451	-28.074417	1.694163	-1.120437	-27.999722	1.562307	-1.149971	-28.000164	1.569896	-1.125891	-28.148763	1.561602	-1.181780	-27.852148	1.581451	-1.148176	-27.982081	1.559264	-0.860497	-27.973058	0.769978	-1.622352	-27.770691	1.556757	-0.566609	-28.098019	-0.021296	-2.056939	-27.769202	1.552337	-0.565308	-28.098603	-0.022425	-2.066801	-27.786789	1.548879	-0.589459	-28.073699	-0.026473	-2.080184	-28.205373	1.024222	-1.123003	-28.178443	0.991100	-1.201425	-27.842870	0.997409	-1.102572	-27.812276	0.955060	-1.152514	-28.192880	0.497016	-1.144956	-27.818517	0.492136	-1.105124	-28.191854	-0.022948	-1.114002	-28.194201	-0.039969	-1.148549	-27.825794	-0.034743	-1.074850	-27.819477	-0.022423	-1.136733
