Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.991872	1.623047	-1.241165	-27.948997	1.688760	-1.113770	-28.069540	1.677631	-1.113215	-27.989204	1.533018	-1.165970	-27.999873	1.539032	-1.119828	-28.145649	1.547464	-1.162803	-27.828555	1.571756	-1.140276	-27.950588	1.550326	-0.886502	-27.968419	0.768009	-1.596561	-27.755575	1.558080	-0.565242	-28.089890	-0.054224	-2.077318	-27.749757	1.553114	-0.573952	-28.101761	-0.022307	-2.049106	-27.765434	1.520605	-0.562120	-28.076295	-0.039425	-2.053947	-28.212896	0.990479	-1.130889	-28.165720	0.970669	-1.160928	-27.821774	1.002655	-1.086318	-27.841266	0.964416	-1.152956	-28.190916	0.462429	-1.143921	-27.816693	0.456121	-1.111070	-28.194236	-0.064159	-1.117354	-28.174845	-0.057644	-1.170011	-27.811498	-0.042394	-1.090798	-27.827381	-0.063648	-1.131759
2	0.013895	00:00:00:02	-27.966649	1.650771	-1.221343	-27.927671	1.704658	-1.104181	-28.063639	1.664150	-1.133414	-28.001807	1.527490	-1.191981	-28.017659	1.575674	-1.131708	-28.131455	1.554370	-1.158052	-27.867681	1.553742	-1.135022	-27.977426	1.552784	-0.895164	-27.989859	0.765848	-1.602033	-27.781383	1.525058	-0.565401	-28.100874	-0.062358	-2.043758	-27.769839	1.551888	-0.566729	-28.084764	-0.036942	-2.049828	-27.796736	1.547563	-0.564303	-28.104048	-0.027236	-2.065622	-28.212299	1.005404	-1.160663	-28.189840	0.958895	-1.203984	-27.834203	1.007350	-1.067303	-27.821924	0.994693	-1.136067	-28.184376	0.482865	-1.139775	-27.828281	0.487226	-1.094362	-28.201315	-0.009001	-1.127920	-28.197723	-0.042608	-1.181198	-27.833849	-0.022384	-1.075029	-27.847072	-0.076192	-1.103447
3	0.027789	00:00:00:03	-27.996305	1.627121	-1.266301	-27.940542	1.668018	-1.086405	-28.066011	1.666683	-1.113983	-28.009912	1.543005	-1.151962	-27.997259	1.578100	-1.104947	-28.138170	1.572479	-1.160203	-27.848345	1.563446	-1.097251	-27.948239	1.564818	-0.873874	-27.963865	0.778133	-1.590745	-27.771887	1.545243	-0.573892	-28.088073	-0.053278	-2.048325	-27.762493	1.559763	-0.560911	-28.087988	-0.027726	-2.042275	-27.760369	1.533910	-0.576945	-28.093544	-0.008905	-2.056754	-28.182955	0.987482	-1.136009	-28.187728	0.988056	-1.188083	-27.854256	1.004197	-1.097457	-27.802516	0.942262	-1.133668	-28.163624	0.475123	-1.164223	-27.836978	0.473502	-1.107503	-28.170174	-0.047529	-1.108566	-28.189632	-0.058557	-1.177276	-27.811887	-0.024468	-1.061769	-27.836494	-0.080317	-1.123587
4	0.041684	00:00:00:04	-27.962784	1.651181	-1.251176	-27.931328	1.689487	-1.131614	-28.051981	1.680069	-1.111654	-28.007782	1.550165	-1.182607	-27.999758	1.551880	-1.123941	-28.166436	1.532333	-1.181957	-27.847980	1.551953	-1.123070	-27.968616	1.538910	-0.877396	-27.967992	0.744024	-1.599958	-27.790077	1.535257	-0.558135	-28.107210	-0.047190	-2.075405	-27.794166	1.575964	-0.576754	-28.130469	-0.050274	-2.084827	-27.791376	1.554275	-0.563003	-28.073997	-0.044609	-2.065293	-28.181657	0.991713	-1.132695	-28.148435	0.986472	-1.172832	-27.838543	0.990281	-1.118953	-27.820674	0.952275	-1.121155	-28.176287	0.484159	-1.127231	-27.842063	0.473880	-1.097946	-28.183351	-0.032545	-1.092771	-28.170496	-0.055141	-1.165621	-27.848430	-0.014327	-1.059371	-27.826018	-0.059775	-1.129754
5	0.055578	00:00:00:05	-27.998677	1.621662	-1.224559	-27.955272	1.699433	-1.123516	-28.043684	1.671678	-1.140032	-27.998800	1.540001	-1.134926	-28.013797	1.565172	-1.115985	-28.148215	1.564881	-1.175739	-27.840165	1.560712	-1.133160	-27.933500	1.546457	-0.824805	-27.978305	0.756113	-1.605254	-27.757352	1.546116	-0.573197	-28.095779	-0.036655	-2.067441	-27.779844	1.574557	-0.564189	-28.084670	-0.019587	-2.061926	-27.759360	1.547197	-0.554017	-28.066896	-0.037584	-2.036836	-28.177744	0.992325	-1.134115	-28.178243	0.987333	-1.190169	-27.829644	1.004138	-1.121411	-27.805019	0.964501	-1.157651	-28.177630	0.465156	-1.131840	-27.815021	0.495389	-1.108548	-28.215344	-0.041051	-1.085701	-28.162319	-0.048478	-1.153539	-27.813598	-0.043951	-1.073850	-27.806132	-0.049702	-1.125775
6	0.069473	00:00:00:06	-27.977391	1.629199	-1.249009	-27.942022	1.687110	-1.127789	-28.098350	1.672955	-1.141619	-28.026329	1.540980	-1.161776	-28.014970	1.582530	-1.150879	-28.183055	1.522808	-1.178887	-27.846392	1.565385	-1.126341	-27.959932	1.536436	-0.868193	-27.962301	0.745105	-1.600524	-27.763465	1.538928	-0.566125	-28.086609	-0.016449	-2.049453	-27.749978	1.550644	-0.562789	-28.075578	-0.010689	-2.045479	-27.775606	1.535354	-0.572691	-28.052774	-0.042495	-2.072311	-28.208486	0.998013	-1.142119	-28.152591	0.990341	-1.189082	-27.835568	1.013361	-1.076897	-27.834977	0.963638	-1.140933	-28.199347	0.461162	-1.137704	-27.844636	0.487398	-1.113220	-28.210971	-0.065381	-1.118081	-28.177441	-0.050175	-1.172951	-27.832192	-0.057385	-1.084144	-27.841635	-0.054005	-1.111506
7	0.083367	00:00:00:07	-28.011494	1.637747	-1.230137	-27.935148	1.668754	-1.117818	-28.038633	1.690516	-1.128159	-28.015674	1.579270	-1.149470	-27.980330	1.569286	-1.125943	-28.141918	1.526598	-1.156571	-27.849409	1.555455	-1.151327	-27.988384	1.578424	-0.851578	-27.985910	0.761202	-1.593680	-27.782015	1.539469	-0.579684	-28.086872	-0.032704	-2.066790	-27.761555	1.543346	-0.567387	-28.110623	-0.038844	-2.041032	-27.763010	1.537923	-0.557561	-28.080496	-0.039584	-2.070276	-28.212890	0.988528	-1.131391	-28.169723	0.995681	-1.189296	-27.824370	0.996564	-1.076607	-27.799243	0.973166	-1.151227	-28.160896	0.499026	-1.162140	-27.825333	0.454977	-1.104715	-28.196450	-0.034948	-1.113154	-28.194064	-0.072906	-1.156660	-27.848799	-0.062861	-1.084393	-27.828825	-0.055932	-1.116936
8	0.097262	00:00:00:08	-27.964331	1.654046	-1.225015	-27.937307	1.682173	-1.111076	-28.043831	1.694966	-1.099493	-27.978236	1.525495	-1.160514	-27.996624	1.549121	-1.116503	-28.157633	1.559583	-1.188708	-27.836677	1.538384	-1.134214	-27.959199	1.574928	-0.882184	-27.971115	0.768485	-1.585099	-27.734936	1.519826	-0.564479	-28.102393	-0.012474	-2.063693	-27.762633	1.528165	-0.555797	-28.106915	-0.053605	-2.077440	-27.775163	1.536594	-0.583818	-28.071845	-0.041840	-2.057513	-28.169512	0.990601	-1.136197	-28.174349	0.979685	-1.207227	-27.838998	1.000077	-1.069739	-27.833995	0.990785	-1.157635	-28.170377	0.452984	-1.140064	-27.858982	0.485005	-1.115606	-28.184314	-0.044738	-1.110103	-28.171061	-0.046099	-1.156045	-27.813029	-0.036992	-1.102157	-27.827817	-0.100892	-1.127368
9	0.111156	00:00:00:09	-27.986110	1.647579	-1.250827	-27.967468	1.669768	-1.114011	-28.050224	1.680990	-1.131363	-28.016564	1.556812	-1.133500	-28.009520	1.594923	-1.107803	-28.142481	1.546474	-1.186406	-27.852748	1.550502	-1.120336	-27.964128	1.559347	-0.885875	-27.983448	0.750080	-1.626122	-27.757254	1.537403	-0.573497	-28.092059	-0.052341	-2.088021	-27.741548	1.526304	-0.577029	-28.103721	-0.022502	-2.055295	-27.781211	1.557123	-0.580961	-28.110176	-0.044347	-2.044934	-28.140505	0.991892	-1.151150	-28.176754	0.993333	-1.181667	-27.832054	0.983260	-1.106227	-27.812895	0.948585	-1.165000	-28.188053	0.452858	-1.158031	-27.814041	0.453288	-1.102375	-28.184788	-0.034963	-1.105540	-28.168782	-0.048803	-1.171597	-27.845480	-0.046052	-1.060740	-27.813958	-0.058297	-1.110124
10	0.125051	00:00:00:10	-28.014498	1.632030	-1.247594	-27.916320	1.677879	-1.099560	-28.074201	1.671920	-1.115023	-28.011422	1.564733	-1.172941	-28.005730	1.541985	-1.104179	-28.158993	1.584572	-1.135217	-27.845619	1.570255	-1.149639	-27.969223	1.542079	-0.858473	-27.961079	0.754960	-1.595136	-27.786968	1.544528	-0.589146	-28.090451	-0.059820	-2.070171	-27.760268	1.524130	-0.587885	-28.092034	-0.028202	-2.056623	-27.791622	1.548351	-0.579357	-28.108142	-0.063789	-2.048954	-28.178713	1.005922	-1.138926	-28.152832	0.970431	-1.198224	-27.820992	0.996195	-1.097014	-27.846747	0.966432	-1.150723	-28.193126	0.490194	-1.143135	-27.827805	0.456135	-1.109050	-28.172151	-0.025302	-1.092148	-28.195852	-0.035194	-1.193012	-27.824552	-0.045706	-1.061652	-27.823340	-0.080254	-1.127530
