Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.979625	1.649752	-1.232644	-27.932795	1.697454	-1.114506	-28.062923	1.714277	-1.121385	-27.996943	1.560276	-1.160554	-28.005285	1.565716	-1.118081	-28.145261	1.563274	-1.175698	-27.857427	1.573850	-1.163277	-27.968411	1.555936	-0.875373	-27.982701	0.768947	-1.603786	-27.766306	1.563523	-0.570254	-28.090375	-0.017766	-2.066065	-27.749565	1.541387	-0.566934	-28.100443	-0.007826	-2.065537	-27.766297	1.549479	-0.568197	-28.106854	-0.013426	-2.069958	-28.174541	1.005211	-1.126653	-28.174908	0.976510	-1.193383	-27.832914	1.022631	-1.094215	-27.805572	0.991783	-1.153333	-28.185221	0.483492	-1.149453	-27.826498	0.487033	-1.105190	-28.182771	-0.024713	-1.100424	-28.184669	-0.026066	-1.162647	-27.827609	-0.014592	-1.066503	-27.826016	-0.040886	-1.149287
2	0.013894	00:00:00:02	-27.991126	1.654193	-1.227149	-27.944749	1.691391	-1.122672	-28.085235	1.703240	-1.130789	-28.001698	1.581636	-1.140808	-28.005817	1.589239	-1.119430	-28.148911	1.568490	-1.191292	-27.860326	1.565094	-1.143727	-27.950108	1.567602	-0.878871	-27.991785	0.778057	-1.598121	-27.760488	1.553614	-0.591053	-28.104408	-0.019865	-2.073100	-27.770574	1.549180	-0.567373	-28.089095	-0.018620	-2.067255	-27.783389	1.547729	-0.570771	-28.102393	-0.011472	-2.055325	-28.182881	1.014771	-1.129961	-28.211601	0.985265	-1.172022	-27.839890	0.998645	-1.084538	-27.811011	0.974702	-1.136894	-28.173398	0.482900	-1.149153	-27.825330	0.468999	-1.111155	-28.172910	-0.037617	-1.122443	-28.190500	-0.036275	-1.159765	-27.831329	-0.015259	-1.089536	-27.809680	-0.042900	-1.116076
3	0.027788	00:00:00:03	-28.010039	1.669269	-1.238976	-27.935297	1.688842	-1.114070	-28.044678	1.702980	-1.135732	-28.007326	1.548416	-1.157691	-28.008012	1.576312	-1.108206	-28.154607	1.575851	-1.182665	-27.855721	1.552076	-1.141093	-27.969389	1.577422	-0.870068	-27.963430	0.756388	-1.598348	-27.758331	1.562183	-0.579849	-28.105135	-0.051032	-2.067050	-27.772880	1.558969	-0.575810	-28.097148	-0.012730	-2.068849	-27.757166	1.549158	-0.558713	-28.085104	-0.035050	-2.055004	-28.184674	1.019875	-1.114651	-28.180374	0.983185	-1.185504	-27.840066	0.992169	-1.089220	-27.829229	0.988000	-1.150676	-28.156675	0.478036	-1.134394	-27.825329	0.481745	-1.109184	-28.186887	-0.017809	-1.097950	-28.161681	-0.026438	-1.152927	-27.833061	-0.021259	-1.065397	-27.816966	-0.041829	-1.127287
4	0.041682	00:00:00:04	-27.992635	1.654221	-1.241421	-27.938174	1.711361	-1.108231	-28.058739	1.706055	-1.133395	-27.982107	1.551889	-1.151413	-28.010166	1.594051	-1.118002	-28.136557	1.571456	-1.173559	-27.851540	1.560794	-1.149500	-27.967595	1.559998	-0.870606	-27.942173	0.781078	-1.614901	-27.761165	1.541357	-0.577998	-28.091119	-0.025042	-2.080629	-27.760565	1.562119	-0.572099	-28.100393	-0.030725	-2.072355	-27.757665	1.559906	-0.557123	-28.110807	-0.028958	-2.059124	-28.196461	1.006708	-1.136664	-28.179698	0.982723	-1.191772	-27.822026	1.004256	-1.104856	-27.822054	0.977971	-1.128956	-28.172771	0.474862	-1.131620	-27.832066	0.485648	-1.084502	-28.186163	-0.019434	-1.101764	-28.175865	-0.037104	-1.172847	-27.827935	-0.023115	-1.074914	-27.828254	-0.036713	-1.115643
5	0.055576	00:00:00:05	-28.011520	1.652491	-1.257287	-27.948715	1.686961	-1.112253	-28.068199	1.695603	-1.119974	-27.993527	1.573210	-1.162235	-28.002786	1.586525	-1.111191	-28.134456	1.560627	-1.176273	-27.850378	1.566775	-1.131677	-27.960996	1.550364	-0.872659	-27.972068	0.770698	-1.599340	-27.777983	1.546758	-0.554624	-28.098723	-0.025401	-2.057600	-27.793229	1.546112	-0.574979	-28.098673	-0.014244	-2.067219	-27.778748	1.564102	-0.583561	-28.102407	-0.022473	-2.042419	-28.170780	0.992395	-1.127650	-28.174427	0.990705	-1.187329	-27.833330	1.019340	-1.094696	-27.814852	0.980497	-1.130644	-28.182352	0.470423	-1.158757	-27.822282	0.491168	-1.119832	-28.183641	-0.026293	-1.119416	-28.174195	-0.045263	-1.188920	-27.832074	-0.014183	-1.083639	-27.836418	-0.026844	-1.121028
6	0.069470	00:00:00:06	-28.009582	1.654669	-1.232203	-27.948475	1.698270	-1.128739	-28.060428	1.705026	-1.127247	-28.012906	1.567805	-1.165045	-27.995059	1.601531	-1.118699	-28.156563	1.570895	-1.194500	-27.845206	1.566328	-1.131273	-27.965665	1.576228	-0.865755	-27.988186	0.764839	-1.604832	-27.772700	1.532645	-0.591113	-28.097406	-0.024917	-2.076808	-27.774709	1.551421	-0.556201	-28.092070	-0.019845	-2.063306	-27.748772	1.567327	-0.571347	-28.087000	-0.029527	-2.078489	-28.196800	1.012628	-1.129720	-28.183740	1.011517	-1.188256	-27.825294	1.004841	-1.085174	-27.811031	0.996482	-1.143439	-28.188089	0.480181	-1.144169	-27.826766	0.461783	-1.109792	-28.173609	-0.023491	-1.112993	-28.173098	-0.027178	-1.152780	-27.821610	-0.019200	-1.074433	-27.826375	-0.050544	-1.099182
7	0.083364	00:00:00:07	-27.995597	1.668926	-1.232866	-27.952863	1.703808	-1.128073	-28.069551	1.702519	-1.138768	-28.012690	1.580128	-1.158737	-28.001730	1.577032	-1.111083	-28.147602	1.569458	-1.184164	-27.866534	1.560117	-1.142495	-27.942143	1.564999	-0.870787	-27.978647	0.780591	-1.605098	-27.760386	1.562470	-0.571677	-28.086229	-0.009545	-2.045140	-27.775872	1.578457	-0.565363	-28.092889	-0.012223	-2.059794	-27.776335	1.565280	-0.550461	-28.091178	-0.023587	-2.067299	-28.176140	1.002922	-1.135698	-28.177521	0.990989	-1.183925	-27.842263	1.015105	-1.086615	-27.825219	0.983671	-1.139435	-28.161773	0.487358	-1.148991	-27.830690	0.491145	-1.098258	-28.199353	-0.034580	-1.116863	-28.173286	-0.033986	-1.155720	-27.817495	-0.010388	-1.075980	-27.823860	-0.036162	-1.114382
8	0.097258	00:00:00:08	-27.985395	1.664992	-1.250173	-27.938204	1.698251	-1.108540	-28.085181	1.711539	-1.134154	-28.020314	1.596224	-1.157710	-28.013938	1.576895	-1.106577	-28.144303	1.563998	-1.154263	-27.846916	1.596693	-1.143583	-27.962067	1.582206	-0.879832	-27.978187	0.782906	-1.589661	-27.767683	1.562845	-0.566739	-28.094398	-0.019841	-2.055708	-27.756055	1.549039	-0.569249	-28.091183	-0.026029	-2.060453	-27.753329	1.569560	-0.562679	-28.080087	-0.018674	-2.059923	-28.176274	0.993114	-1.136237	-28.152770	0.995962	-1.174300	-27.852947	0.995243	-1.080851	-27.826599	0.999695	-1.148074	-28.183487	0.477376	-1.143032	-27.823834	0.467479	-1.114034	-28.173597	-0.007599	-1.112848	-28.178970	-0.058247	-1.176519	-27.831747	-0.008936	-1.075712	-27.822414	-0.035773	-1.122062
9	0.111152	00:00:00:09	-28.001842	1.662245	-1.234788	-27.950611	1.695785	-1.094234	-28.058576	1.697875	-1.122862	-28.002269	1.574273	-1.152061	-27.998912	1.576571	-1.120990	-28.151635	1.563656	-1.181280	-27.846502	1.570378	-1.135515	-27.959458	1.563264	-0.872389	-27.967150	0.777552	-1.611240	-27.749027	1.572230	-0.569774	-28.086798	-0.010497	-2.055577	-27.772979	1.544360	-0.582577	-28.090793	-0.037837	-2.060432	-27.746381	1.557717	-0.574265	-28.128461	-0.019542	-2.065881	-28.193517	1.011688	-1.135627	-28.188460	0.992201	-1.189717	-27.825509	1.022967	-1.084935	-27.815007	0.987358	-1.159999	-28.183326	0.496523	-1.140401	-27.830002	0.480666	-1.111482	-28.190235	-0.028776	-1.102037	-28.180812	-0.041786	-1.165428	-27.825933	-0.014465	-1.081359	-27.826262	-0.052502	-1.141009
10	0.125046	00:00:00:10	-28.002016	1.654913	-1.249098	-27.955541	1.701602	-1.122581	-28.062246	1.683909	-1.132281	-27.986875	1.560273	-1.136029	-28.016497	1.586665	-1.120448	-28.151354	1.552505	-1.168116	-27.833916	1.563908	-1.140660	-27.957165	1.562708	-0.870181	-27.973993	0.779879	-1.596281	-27.757903	1.560089	-0.573333	-28.076851	-0.021057	-2.055651	-27.761017	1.551783	-0.576553	-28.090730	-0.010899	-2.062520	-27.764781	1.561346	-0.566424	-28.098300	-0.003603	-2.068331	-28.184197	1.015532	-1.146658	-28.169466	0.996363	-1.200200	-27.838232	1.001849	-1.096154	-27.829772	0.987846	-1.143313	-28.171768	0.476198	-1.142143	-27.819973	0.482994	-1.110657	-28.172150	-0.025613	-1.115505	-28.181917	-0.027308	-1.151465	-27.823095	-0.022433	-1.074747	-27.838062	-0.033528	-1.113994
