Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.997324	1.617929	-1.216358	-27.950955	1.650431	-1.084170	-28.073014	1.666477	-1.114914	-28.007626	1.569301	-1.163923	-28.006487	1.565174	-1.100751	-28.159076	1.514019	-1.145529	-27.865916	1.536592	-1.115410	-27.991391	1.530062	-0.893106	-27.974086	0.723231	-1.594743	-27.754152	1.538164	-0.548784	-28.080675	-0.046730	-2.031692	-27.770656	1.527868	-0.569027	-28.099210	-0.064082	-2.058101	-27.774068	1.514881	-0.590173	-28.104201	-0.078764	-2.060949	-28.182570	0.973037	-1.151418	-28.176205	0.961112	-1.222159	-27.845754	0.973907	-1.096005	-27.824225	0.955790	-1.158866	-28.187650	0.456607	-1.161543	-27.868554	0.449981	-1.103558	-28.184452	-0.057361	-1.140792	-28.156315	-0.060388	-1.153995	-27.846427	-0.056582	-1.084541	-27.804998	-0.077040	-1.129082
2	0.013894	00:00:00:02	-27.995298	1.621616	-1.221654	-27.912915	1.688165	-1.116114	-28.092361	1.642351	-1.130964	-28.016142	1.548042	-1.141174	-28.011902	1.560280	-1.146697	-28.169584	1.531091	-1.153208	-27.864063	1.536559	-1.158084	-27.963201	1.535229	-0.891511	-27.974361	0.737774	-1.565494	-27.757308	1.545723	-0.546791	-28.092900	-0.067102	-2.048368	-27.751639	1.528846	-0.614742	-28.050374	-0.030994	-2.075756	-27.773019	1.509418	-0.549095	-28.115784	-0.045314	-2.063388	-28.198043	0.970681	-1.137741	-28.178737	0.996292	-1.167945	-27.814867	0.922424	-1.077597	-27.797475	0.999897	-1.128082	-28.164796	0.468841	-1.115423	-27.815181	0.439836	-1.104199	-28.192444	-0.033862	-1.100752	-28.187450	-0.076996	-1.199247	-27.832155	-0.055060	-1.063240	-27.844342	-0.068787	-1.126324
3	0.027787	00:00:00:03	-28.026986	1.607963	-1.263881	-27.930431	1.687247	-1.124631	-28.093223	1.650277	-1.132872	-27.985915	1.525911	-1.158456	-27.997177	1.533358	-1.126606	-28.169394	1.542856	-1.136866	-27.869861	1.532378	-1.134179	-27.967248	1.530518	-0.869967	-27.973673	0.736579	-1.606777	-27.761548	1.531017	-0.564168	-28.092583	-0.063965	-2.028628	-27.741687	1.562280	-0.595363	-28.072000	-0.039684	-2.061642	-27.741475	1.570435	-0.528949	-28.106170	-0.059857	-2.078674	-28.150652	1.011152	-1.105601	-28.163587	1.009084	-1.165169	-27.824099	0.961153	-1.103011	-27.822487	0.957057	-1.151250	-28.174164	0.462308	-1.142196	-27.824402	0.449214	-1.091696	-28.160488	-0.057743	-1.125991	-28.161898	-0.062564	-1.159651	-27.865652	-0.072285	-1.078191	-27.826128	-0.046251	-1.124896
4	0.041681	00:00:00:04	-27.975896	1.608383	-1.233021	-27.945526	1.682672	-1.102534	-28.045403	1.690793	-1.136655	-27.979265	1.543118	-1.156195	-28.003048	1.582986	-1.110039	-28.138016	1.536170	-1.189600	-27.870059	1.538634	-1.123625	-27.969805	1.528489	-0.879763	-27.969959	0.730202	-1.599774	-27.763614	1.531457	-0.535255	-28.077327	-0.066713	-2.070320	-27.751823	1.554318	-0.562399	-28.089938	-0.067787	-2.040805	-27.781951	1.506018	-0.566945	-28.102094	-0.056819	-2.040842	-28.188193	0.967791	-1.144538	-28.166743	0.999133	-1.193632	-27.824797	0.974494	-1.094188	-27.844521	0.966284	-1.137230	-28.191666	0.413768	-1.154889	-27.833625	0.469474	-1.135265	-28.174888	-0.052098	-1.086840	-28.178367	-0.081067	-1.173712	-27.849613	-0.062000	-1.131510	-27.858797	-0.090923	-1.110815
5	0.055575	00:00:00:05	-27.996822	1.614508	-1.221446	-27.930392	1.639974	-1.090079	-28.061709	1.699351	-1.154182	-27.979230	1.553317	-1.183479	-27.967833	1.564422	-1.112504	-28.149950	1.538375	-1.157703	-27.837087	1.542221	-1.155701	-27.979858	1.526085	-0.856276	-27.972455	0.756039	-1.589848	-27.733657	1.541622	-0.576919	-28.083355	-0.045064	-2.056581	-27.769245	1.531968	-0.571334	-28.122337	-0.079255	-2.069171	-27.755748	1.515436	-0.582313	-28.099804	-0.047828	-2.064658	-28.151143	0.988549	-1.128766	-28.178533	0.953105	-1.177604	-27.772442	0.981015	-1.078899	-27.822023	0.934663	-1.113292	-28.165149	0.405707	-1.141609	-27.838394	0.465423	-1.090483	-28.166277	-0.027806	-1.120515	-28.167101	-0.059308	-1.171382	-27.806513	-0.042344	-1.073531	-27.837725	-0.051837	-1.124662
6	0.069468	00:00:00:06	-27.998134	1.615959	-1.243329	-27.937531	1.662900	-1.092769	-28.072718	1.656210	-1.128268	-27.991360	1.530919	-1.124794	-27.988836	1.560868	-1.111274	-28.150982	1.539656	-1.168704	-27.857873	1.554759	-1.137664	-27.965082	1.549837	-0.884985	-27.972847	0.741624	-1.603537	-27.781424	1.523758	-0.577816	-28.089704	-0.049201	-2.038177	-27.764189	1.542017	-0.589558	-28.104703	-0.060767	-2.067178	-27.795096	1.540745	-0.615084	-28.111355	-0.049457	-2.065540	-28.173954	0.990958	-1.119600	-28.165951	0.922083	-1.195370	-27.808420	1.003669	-1.116880	-27.797208	0.964395	-1.164643	-28.169583	0.438878	-1.134899	-27.811726	0.485467	-1.118352	-28.189171	-0.053946	-1.129366	-28.189355	-0.045729	-1.166537	-27.819881	-0.054493	-1.052725	-27.829752	-0.051202	-1.120584
7	0.083362	00:00:00:07	-27.984596	1.644970	-1.221192	-27.953436	1.674710	-1.139907	-28.095895	1.652527	-1.139072	-28.024879	1.540498	-1.175038	-28.010867	1.572875	-1.123643	-28.173733	1.543352	-1.149037	-27.855413	1.563862	-1.172095	-27.975832	1.548787	-0.867547	-27.957451	0.747547	-1.631208	-27.786853	1.523589	-0.556169	-28.083898	-0.045645	-2.081853	-27.766624	1.550900	-0.570959	-28.094000	-0.073090	-2.070019	-27.763449	1.566281	-0.582898	-28.073286	-0.076405	-2.039580	-28.183294	0.958712	-1.139809	-28.207660	0.954633	-1.181367	-27.844550	0.968977	-1.128354	-27.846463	0.964687	-1.185241	-28.181758	0.476339	-1.143052	-27.814217	0.461797	-1.098474	-28.210622	-0.043720	-1.130162	-28.210929	-0.060756	-1.162549	-27.827093	-0.078969	-1.083949	-27.801691	-0.078824	-1.115641
8	0.097255	00:00:00:08	-28.016397	1.613393	-1.243514	-27.968688	1.659789	-1.107131	-28.091692	1.669275	-1.131298	-28.009436	1.530315	-1.161536	-28.051138	1.519505	-1.108002	-28.179006	1.538151	-1.158761	-27.866938	1.539656	-1.151485	-27.951847	1.513840	-0.863446	-27.977953	0.753630	-1.632596	-27.726796	1.534410	-0.606581	-28.081091	-0.030788	-2.084811	-27.779672	1.529756	-0.593507	-28.081801	-0.054328	-2.049210	-27.763110	1.514174	-0.584386	-28.113677	-0.060367	-2.062546	-28.178909	0.986927	-1.144708	-28.139634	0.951704	-1.183773	-27.839611	0.993854	-1.076677	-27.846156	0.962680	-1.122363	-28.217679	0.458534	-1.152882	-27.804705	0.451557	-1.107016	-28.192277	-0.040812	-1.115241	-28.180501	-0.070575	-1.180552	-27.840281	-0.025675	-1.038943	-27.806754	-0.088578	-1.098785
9	0.111149	00:00:00:09	-27.989805	1.610858	-1.235295	-27.951382	1.670627	-1.090322	-28.044899	1.639989	-1.129101	-27.994663	1.526669	-1.185030	-27.985283	1.566520	-1.143421	-28.153472	1.541669	-1.179184	-27.845117	1.523834	-1.169436	-27.993003	1.521635	-0.884273	-27.988773	0.778343	-1.604711	-27.758882	1.544084	-0.600009	-28.085781	-0.038409	-2.072096	-27.772093	1.529868	-0.596364	-28.091041	-0.026419	-2.080953	-27.752947	1.527318	-0.588351	-28.113406	-0.058489	-2.062928	-28.193753	0.977156	-1.122741	-28.183029	0.950580	-1.184668	-27.811776	0.995666	-1.094843	-27.870720	0.948111	-1.140864	-28.189260	0.477107	-1.164259	-27.841789	0.495961	-1.135749	-28.170886	-0.080230	-1.127780	-28.157941	-0.072982	-1.152744	-27.849747	-0.013038	-1.027435	-27.814491	-0.075227	-1.145951
10	0.125043	00:00:00:10	-27.998603	1.655423	-1.243157	-27.921383	1.690074	-1.123135	-28.057112	1.694573	-1.128934	-27.987690	1.525947	-1.136950	-28.009541	1.562352	-1.142064	-28.167957	1.566963	-1.136437	-27.842224	1.514583	-1.138565	-27.962607	1.552303	-0.901652	-27.975971	0.735396	-1.621701	-27.757525	1.513129	-0.538773	-28.108223	-0.050849	-2.085647	-27.772903	1.510542	-0.551494	-28.091397	-0.070128	-2.074851	-27.716318	1.542589	-0.550424	-28.112865	-0.008872	-2.059056	-28.174232	0.982851	-1.121632	-28.161708	0.956972	-1.179741	-27.847609	0.999574	-1.085404	-27.833243	0.957095	-1.155805	-28.185396	0.451490	-1.132621	-27.825489	0.445664	-1.120577	-28.170842	-0.055129	-1.118345	-28.197544	-0.073234	-1.196054	-27.856172	-0.035450	-1.039966	-27.828846	-0.053198	-1.121451
