Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-28.013494	1.615536	-1.236591	-27.963449	1.676075	-1.113939	-28.067472	1.700961	-1.135972	-28.010503	1.529388	-1.173962	-28.015039	1.576951	-1.137770	-28.148318	1.542743	-1.187239	-27.869758	1.580170	-1.140851	-27.975054	1.538929	-0.862355	-27.986674	0.753021	-1.601486	-27.766287	1.540555	-0.573696	-28.088113	-0.052172	-2.041326	-27.765014	1.571724	-0.579631	-28.105499	-0.025954	-2.050759	-27.764568	1.521132	-0.537323	-28.075297	-0.074896	-2.062325	-28.157688	0.997299	-1.171277	-28.197151	0.958564	-1.181383	-27.822475	1.014613	-1.090559	-27.825932	0.966500	-1.113294	-28.181698	0.461257	-1.145869	-27.831889	0.460150	-1.111657	-28.189162	-0.049405	-1.121721	-28.196666	-0.042529	-1.162227	-27.853522	-0.022784	-1.069413	-27.799091	-0.060949	-1.112228
2	0.013893	00:00:00:02	-28.017378	1.613737	-1.244730	-27.964241	1.681529	-1.116992	-28.051261	1.668838	-1.104853	-27.981106	1.538671	-1.151464	-27.978186	1.545290	-1.117884	-28.143788	1.564272	-1.129152	-27.833938	1.542093	-1.122871	-27.940722	1.536973	-0.875879	-27.972404	0.757234	-1.601949	-27.779668	1.534165	-0.569827	-28.084470	-0.059219	-2.083446	-27.778681	1.537391	-0.599461	-28.106663	-0.019221	-2.037606	-27.765340	1.523102	-0.600004	-28.071685	-0.053244	-2.029671	-28.185695	0.987552	-1.144771	-28.203738	0.965738	-1.184148	-27.817486	0.996139	-1.061440	-27.808015	0.966548	-1.135300	-28.165343	0.451581	-1.159163	-27.827434	0.490050	-1.104098	-28.178534	-0.040481	-1.126526	-28.159416	-0.050836	-1.193676	-27.831448	-0.035076	-1.084556	-27.815824	-0.046161	-1.136108
3	0.027786	00:00:00:03	-28.020613	1.583457	-1.260785	-27.930916	1.686033	-1.116918	-28.062839	1.667000	-1.116972	-27.986762	1.514867	-1.166887	-27.991898	1.547348	-1.125992	-28.169444	1.549259	-1.171699	-27.851477	1.541691	-1.107321	-27.945568	1.546621	-0.889756	-27.978411	0.750812	-1.591699	-27.755516	1.537207	-0.577389	-28.082661	0.000832	-2.066050	-27.757641	1.523781	-0.578558	-28.084829	-0.019644	-2.066311	-27.762474	1.522409	-0.576211	-28.080336	-0.039625	-2.074905	-28.168998	0.976836	-1.145458	-28.198155	0.984484	-1.188798	-27.812397	0.981217	-1.098378	-27.835618	0.962228	-1.151286	-28.183825	0.467735	-1.149523	-27.813933	0.453624	-1.074306	-28.189512	-0.033033	-1.112635	-28.145595	-0.046339	-1.162015	-27.823896	-0.014023	-1.087446	-27.844847	-0.041704	-1.125696
4	0.041680	00:00:00:04	-27.979689	1.634452	-1.279750	-27.976771	1.692256	-1.121227	-28.063468	1.673079	-1.124901	-27.977124	1.564494	-1.159824	-27.994921	1.588706	-1.134560	-28.164707	1.584492	-1.159677	-27.864183	1.541162	-1.143462	-27.935570	1.546566	-0.868323	-27.979646	0.744103	-1.603983	-27.767496	1.542865	-0.587047	-28.116731	-0.048502	-2.052814	-27.766460	1.536331	-0.546914	-28.102022	-0.049917	-2.061497	-27.760334	1.547667	-0.555256	-28.111373	-0.027183	-2.060844	-28.177946	0.932895	-1.099133	-28.171538	0.957850	-1.183273	-27.837880	0.982342	-1.092083	-27.796852	0.976921	-1.160678	-28.182749	0.478524	-1.163349	-27.828062	0.464639	-1.092482	-28.169342	-0.055407	-1.085173	-28.181983	-0.061685	-1.156442	-27.808326	-0.014232	-1.053493	-27.841572	-0.074412	-1.139012
5	0.055573	00:00:00:05	-27.996747	1.632356	-1.262115	-27.959046	1.658633	-1.092933	-28.014738	1.695453	-1.112749	-27.987444	1.540421	-1.114367	-28.003688	1.546841	-1.131098	-28.114627	1.546490	-1.188002	-27.860587	1.549749	-1.129236	-27.936203	1.534626	-0.856215	-27.993395	0.759019	-1.612173	-27.759731	1.530614	-0.586334	-28.120060	-0.051389	-2.053293	-27.784783	1.539159	-0.576307	-28.088470	-0.038995	-2.054252	-27.777814	1.504332	-0.555589	-28.085616	-0.035619	-2.055389	-28.182744	0.976577	-1.153155	-28.170529	0.975148	-1.203265	-27.830859	0.999320	-1.080859	-27.805272	0.982155	-1.141290	-28.175631	0.424302	-1.148234	-27.834277	0.494734	-1.086612	-28.195826	-0.065155	-1.120945	-28.162280	-0.065871	-1.191929	-27.820685	-0.028791	-1.078747	-27.808300	-0.053142	-1.139379
6	0.069466	00:00:00:06	-28.022542	1.622018	-1.262675	-27.945264	1.684069	-1.092506	-28.062385	1.672328	-1.143586	-28.000494	1.534567	-1.152008	-28.008656	1.575837	-1.120135	-28.168456	1.542168	-1.184893	-27.861194	1.573018	-1.163692	-27.954989	1.544360	-0.874492	-28.002490	0.747892	-1.619807	-27.776044	1.553098	-0.583806	-28.107252	-0.050603	-2.081804	-27.770133	1.577635	-0.541833	-28.126391	-0.042982	-2.097438	-27.730437	1.520343	-0.588731	-28.108160	-0.014106	-2.089973	-28.166955	1.016242	-1.107412	-28.201530	0.981092	-1.152147	-27.826774	1.013511	-1.096178	-27.831019	0.995227	-1.122442	-28.168175	0.464217	-1.158928	-27.818894	0.488197	-1.117399	-28.182554	-0.028320	-1.100349	-28.193385	-0.074805	-1.147051	-27.816458	-0.033359	-1.059603	-27.809514	-0.049374	-1.139257
7	0.083359	00:00:00:07	-28.000891	1.636141	-1.234241	-27.970253	1.679336	-1.113433	-28.075544	1.663860	-1.104230	-27.990437	1.547809	-1.136121	-28.001625	1.548827	-1.142543	-28.152983	1.573793	-1.154721	-27.845883	1.561177	-1.108615	-27.948475	1.550007	-0.873991	-27.957894	0.751616	-1.599912	-27.766043	1.543673	-0.570584	-28.083689	-0.051548	-2.062485	-27.784066	1.538866	-0.582211	-28.086975	-0.061417	-2.049122	-27.773039	1.525824	-0.580511	-28.091462	-0.027397	-2.027594	-28.163615	1.002029	-1.117006	-28.202412	1.001744	-1.150952	-27.817356	0.968629	-1.092049	-27.815343	0.972552	-1.156231	-28.167077	0.461600	-1.125612	-27.818871	0.477717	-1.116790	-28.201741	-0.032286	-1.111881	-28.206918	-0.072313	-1.160354	-27.825672	-0.052345	-1.077074	-27.838470	-0.071994	-1.109052
8	0.097252	00:00:00:08	-28.000973	1.625361	-1.252614	-27.946589	1.669409	-1.131638	-28.035419	1.694154	-1.119436	-28.008133	1.567522	-1.147478	-27.977858	1.546169	-1.131240	-28.155878	1.558110	-1.167364	-27.865089	1.554408	-1.138216	-27.959730	1.527998	-0.887079	-27.960136	0.740907	-1.586604	-27.790213	1.531890	-0.568455	-28.076213	-0.044797	-2.065191	-27.790900	1.573806	-0.537753	-28.096177	-0.030760	-2.064127	-27.759241	1.529620	-0.567222	-28.097507	-0.017424	-2.078561	-28.172806	0.972272	-1.136990	-28.167788	0.984899	-1.176910	-27.814174	0.984855	-1.082381	-27.814868	0.946568	-1.154508	-28.181130	0.474631	-1.145845	-27.816904	0.485349	-1.096864	-28.183045	-0.036405	-1.113488	-28.167989	-0.036861	-1.168935	-27.817339	-0.029769	-1.078354	-27.834524	-0.053137	-1.133940
9	0.111146	00:00:00:09	-27.977390	1.639349	-1.246354	-27.987986	1.662840	-1.127307	-28.078067	1.660838	-1.095517	-28.001461	1.539483	-1.172973	-28.020237	1.559540	-1.106092	-28.149724	1.542282	-1.148455	-27.855532	1.564684	-1.123301	-27.935058	1.527846	-0.870782	-28.000687	0.758480	-1.600510	-27.774949	1.553359	-0.552920	-28.095685	-0.056114	-2.059306	-27.750247	1.525778	-0.544498	-28.136145	-0.024541	-2.067342	-27.779423	1.504589	-0.578219	-28.108738	-0.068712	-2.072635	-28.164807	1.020494	-1.140985	-28.185708	0.938962	-1.187686	-27.838942	0.989759	-1.078875	-27.849109	0.971274	-1.132188	-28.200841	0.470432	-1.146339	-27.809664	0.453565	-1.110476	-28.183603	-0.073286	-1.100191	-28.186814	-0.076287	-1.179798	-27.804651	-0.011667	-1.062674	-27.825553	-0.044254	-1.158092
10	0.125039	00:00:00:10	-27.978210	1.643378	-1.253808	-27.928039	1.652399	-1.115387	-28.062445	1.670823	-1.104132	-27.997309	1.550492	-1.179987	-27.991352	1.565462	-1.148343	-28.185700	1.522163	-1.189096	-27.875910	1.533171	-1.161226	-27.930079	1.533518	-0.878793	-27.988400	0.755527	-1.589427	-27.767856	1.525088	-0.573965	-28.088810	-0.061538	-2.063303	-27.778035	1.546236	-0.582480	-28.092381	-0.044326	-2.070572	-27.752678	1.504895	-0.579983	-28.111724	-0.038847	-2.056206	-28.195012	0.973018	-1.121608	-28.188333	0.949841	-1.173685	-27.811444	0.951842	-1.092692	-27.806286	0.981179	-1.115021	-28.185298	0.467887	-1.164382	-27.836309	0.440068	-1.095960	-28.180918	-0.047354	-1.124995	-28.196619	-0.069676	-1.175044	-27.806405	-0.015761	-1.080007	-27.828147	-0.058244	-1.130456
