Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.984025	1.626541	-1.229772	-27.949914	1.667753	-1.102050	-28.077248	1.683490	-1.130436	-27.997458	1.536335	-1.142936	-28.013813	1.588817	-1.112444	-28.126537	1.554432	-1.167852	-27.830987	1.561218	-1.157349	-27.928822	1.505891	-0.863321	-27.957961	0.768581	-1.584581	-27.759177	1.530113	-0.568540	-28.108994	-0.062559	-2.055401	-27.763420	1.513629	-0.561181	-28.100785	-0.047669	-2.039550	-27.786312	1.551062	-0.576634	-28.070520	-0.035589	-2.029683	-28.148732	0.956464	-1.148364	-28.173778	1.012973	-1.180061	-27.847423	0.975764	-1.087388	-27.831671	0.948889	-1.124566	-28.171615	0.443141	-1.139594	-27.805696	0.436737	-1.083095	-28.200718	-0.072592	-1.118860	-28.155715	-0.061091	-1.155887	-27.838387	-0.029984	-1.055596	-27.824114	-0.070930	-1.113726
2	0.013892	00:00:00:02	-28.004101	1.633338	-1.240279	-27.922859	1.695676	-1.119069	-28.076063	1.678245	-1.132849	-28.028066	1.556364	-1.156189	-28.009309	1.562712	-1.098916	-28.154706	1.549817	-1.171723	-27.875863	1.511505	-1.115968	-27.968519	1.522425	-0.901736	-27.951621	0.744512	-1.609104	-27.737532	1.534290	-0.591841	-28.108002	-0.040398	-2.085671	-27.768515	1.533381	-0.545356	-28.055953	-0.029651	-2.066346	-27.773309	1.546293	-0.557209	-28.105473	-0.034319	-2.081006	-28.173691	0.960156	-1.145510	-28.174602	0.974611	-1.180486	-27.810604	1.025333	-1.106921	-27.820610	0.965495	-1.178047	-28.160218	0.462572	-1.149788	-27.807756	0.466128	-1.125765	-28.185463	-0.036129	-1.072363	-28.148076	-0.069905	-1.154726	-27.845567	-0.048997	-1.065907	-27.827802	-0.073454	-1.100568
3	0.027784	00:00:00:03	-28.015765	1.629271	-1.224738	-27.958387	1.677289	-1.114896	-28.058328	1.684209	-1.151987	-28.000460	1.543009	-1.158617	-28.017156	1.557195	-1.129068	-28.126407	1.555125	-1.159429	-27.870594	1.536480	-1.153317	-27.950452	1.539497	-0.885134	-27.951783	0.738071	-1.593350	-27.755760	1.566280	-0.597896	-28.107637	-0.071357	-2.079235	-27.776734	1.490608	-0.557669	-28.060948	-0.025377	-2.053062	-27.728552	1.554550	-0.550955	-28.133223	-0.053997	-2.056612	-28.215614	0.971816	-1.116451	-28.180544	0.943917	-1.178080	-27.829844	0.938391	-1.092875	-27.839731	0.975120	-1.154534	-28.182103	0.459011	-1.125655	-27.823770	0.458337	-1.099595	-28.165947	-0.047128	-1.110891	-28.145661	-0.061091	-1.171073	-27.828262	-0.029793	-1.074107	-27.797759	-0.080837	-1.094837
4	0.041676	00:00:00:04	-28.001880	1.637015	-1.248772	-27.945937	1.712963	-1.103665	-28.089625	1.676654	-1.130914	-28.018763	1.550057	-1.154073	-28.014872	1.541149	-1.135095	-28.142585	1.554962	-1.171032	-27.847947	1.577721	-1.126311	-27.927294	1.528979	-0.868588	-27.975284	0.776699	-1.602348	-27.746320	1.541826	-0.556448	-28.080886	-0.036548	-2.045573	-27.775005	1.543978	-0.586876	-28.076369	-0.048417	-2.054845	-27.749767	1.536302	-0.569576	-28.071023	-0.029152	-2.071915	-28.183386	0.997075	-1.127699	-28.199476	0.937863	-1.187356	-27.843501	1.003448	-1.099168	-27.847700	0.969985	-1.138776	-28.181389	0.486737	-1.167144	-27.835812	0.470666	-1.117653	-28.209702	-0.031953	-1.124313	-28.166376	-0.066451	-1.193478	-27.837904	-0.036946	-1.099830	-27.826929	-0.078649	-1.113585
5	0.055568	00:00:00:05	-27.980111	1.656315	-1.220327	-27.931887	1.675792	-1.101559	-28.067523	1.681600	-1.138438	-28.005267	1.547358	-1.151163	-27.985602	1.581244	-1.098423	-28.153984	1.522543	-1.168376	-27.874428	1.577198	-1.140349	-27.933155	1.519384	-0.877808	-27.961078	0.769669	-1.608723	-27.787845	1.516104	-0.548923	-28.108650	-0.041054	-2.076254	-27.769417	1.522940	-0.572111	-28.103781	-0.031923	-2.104786	-27.769554	1.553363	-0.568186	-28.077816	-0.034343	-2.048819	-28.170043	0.978374	-1.156715	-28.191993	0.975411	-1.146210	-27.828282	0.988427	-1.127872	-27.828365	0.952430	-1.164344	-28.198784	0.488168	-1.147730	-27.825554	0.441777	-1.106974	-28.189761	-0.058435	-1.095269	-28.139177	-0.073833	-1.184343	-27.836837	-0.037021	-1.042012	-27.825534	-0.038155	-1.108865
6	0.069460	00:00:00:06	-27.996199	1.646064	-1.287692	-27.957463	1.664006	-1.109105	-28.057810	1.682038	-1.103934	-27.996525	1.528354	-1.134324	-27.982131	1.554962	-1.138713	-28.140567	1.562518	-1.184895	-27.855791	1.547856	-1.139579	-27.928980	1.565479	-0.882355	-27.959439	0.750112	-1.608140	-27.761008	1.548970	-0.570470	-28.099284	-0.032526	-2.044738	-27.758964	1.539735	-0.568093	-28.099547	-0.047553	-2.053936	-27.766359	1.540419	-0.547286	-28.094701	-0.075011	-2.097167	-28.179823	0.983364	-1.135510	-28.158755	0.951479	-1.167695	-27.846704	1.011578	-1.076387	-27.823393	0.948013	-1.141939	-28.187195	0.467402	-1.140081	-27.804267	0.458252	-1.114370	-28.177330	-0.034507	-1.100331	-28.167761	-0.054590	-1.168489	-27.822685	-0.028697	-1.062740	-27.841913	-0.060179	-1.111335
7	0.083352	00:00:00:07	-27.994010	1.633347	-1.233584	-27.972164	1.692269	-1.089913	-28.073882	1.658983	-1.111903	-28.025447	1.527949	-1.177141	-28.049275	1.562497	-1.119792	-28.140628	1.521175	-1.163171	-27.878317	1.559990	-1.130185	-27.950662	1.535752	-0.869455	-27.964553	0.788932	-1.626058	-27.751438	1.527507	-0.575626	-28.102221	-0.068144	-2.058759	-27.751834	1.519507	-0.560180	-28.097589	-0.048676	-2.080412	-27.765961	1.548319	-0.570722	-28.093841	-0.029041	-2.093696	-28.192097	0.986205	-1.128127	-28.139717	0.956261	-1.177417	-27.837591	1.006187	-1.095176	-27.820564	0.959141	-1.193432	-28.178529	0.437765	-1.169610	-27.840625	0.456265	-1.103761	-28.185196	-0.046748	-1.105896	-28.181952	-0.068733	-1.163524	-27.862319	-0.028454	-1.062238	-27.814565	-0.066041	-1.131423
8	0.097244	00:00:00:08	-27.969937	1.635345	-1.262402	-27.972677	1.677680	-1.101149	-28.078271	1.683672	-1.163731	-27.989780	1.516458	-1.120989	-28.007901	1.574119	-1.076258	-28.156246	1.557338	-1.175731	-27.852164	1.584487	-1.160446	-27.933666	1.528387	-0.858608	-27.949937	0.757665	-1.610704	-27.797078	1.544156	-0.583631	-28.080830	-0.035411	-2.074412	-27.770559	1.529301	-0.571488	-28.084397	-0.059310	-2.076641	-27.751513	1.539128	-0.567151	-28.062517	-0.032294	-2.066483	-28.157789	0.993888	-1.118612	-28.207590	0.955645	-1.149666	-27.813456	0.932029	-1.098977	-27.854176	0.976010	-1.151913	-28.194357	0.471629	-1.138115	-27.832209	0.450013	-1.098352	-28.196125	-0.048129	-1.145832	-28.174469	-0.086008	-1.162718	-27.820286	-0.060772	-1.081147	-27.834215	-0.094910	-1.121811
9	0.111135	00:00:00:09	-27.977743	1.635083	-1.235031	-27.961603	1.647367	-1.117826	-28.043965	1.642070	-1.154889	-28.003355	1.544777	-1.154196	-28.022212	1.584510	-1.137306	-28.157414	1.527740	-1.153774	-27.836819	1.569075	-1.130838	-27.967389	1.523636	-0.880509	-27.982369	0.769804	-1.626347	-27.786029	1.523519	-0.564142	-28.107919	-0.012917	-2.062239	-27.806679	1.554898	-0.577823	-28.122966	-0.002102	-2.079255	-27.742346	1.535452	-0.576877	-28.092563	-0.017387	-2.058672	-28.184164	0.981843	-1.140300	-28.187572	0.957794	-1.178566	-27.774788	0.953117	-1.076388	-27.820771	0.944581	-1.161915	-28.211325	0.447614	-1.169692	-27.829782	0.468626	-1.113588	-28.205106	-0.035229	-1.077001	-28.185873	-0.059281	-1.169535	-27.828633	-0.034139	-1.086368	-27.811941	-0.054471	-1.124644
10	0.125027	00:00:00:10	-27.988437	1.644345	-1.262842	-27.960329	1.686889	-1.106959	-28.066454	1.669925	-1.129918	-27.994622	1.549138	-1.179759	-28.008684	1.551957	-1.126733	-28.150353	1.534196	-1.148427	-27.900025	1.543438	-1.149999	-27.978635	1.542622	-0.873428	-27.988409	0.726429	-1.621458	-27.778431	1.566821	-0.565410	-28.131173	-0.074334	-2.069313	-27.758878	1.534645	-0.567324	-28.090034	-0.024234	-2.073054	-27.743528	1.533659	-0.553499	-28.094389	-0.068480	-2.064955	-28.200778	0.973245	-1.094279	-28.188296	0.988922	-1.223272	-27.850460	0.964334	-1.093192	-27.827158	0.964525	-1.138130	-28.181593	0.457918	-1.137479	-27.828990	0.513621	-1.113474	-28.200523	-0.027990	-1.121987	-28.194262	-0.048781	-1.160923	-27.845060	-0.032889	-1.072758	-27.826049	-0.048601	-1.107221
