Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-27.994340	1.655829	-1.243339	-27.949277	1.704678	-1.110507	-28.058462	1.693018	-1.110570	-28.019385	1.557734	-1.156938	-28.040126	1.600806	-1.114456	-28.155221	1.578090	-1.177358	-27.867684	1.564653	-1.147571	-27.945289	1.547054	-0.872428	-27.973992	0.773917	-1.608442	-27.764887	1.553541	-0.578728	-28.101791	-0.039791	-2.049097	-27.771402	1.550757	-0.584761	-28.067889	-0.029953	-2.036612	-27.759645	1.553714	-0.578959	-28.098859	-0.058367	-2.058410	-28.198252	0.996193	-1.121277	-28.170107	0.983521	-1.185407	-27.860391	0.993086	-1.095761	-27.821277	0.961930	-1.143075	-28.182364	0.482012	-1.158818	-27.833127	0.480498	-1.124793	-28.196192	-0.021455	-1.112440	-28.191763	-0.038316	-1.164796	-27.834235	-0.006463	-1.069367	-27.816469	-0.041465	-1.132070
2	0.013892	00:00:00:02	-27.998531	1.648751	-1.239637	-27.946759	1.688312	-1.121747	-28.081094	1.698549	-1.134629	-28.001841	1.557550	-1.138509	-28.000184	1.584788	-1.130119	-28.150187	1.570392	-1.163488	-27.862002	1.573965	-1.158712	-27.952002	1.567943	-0.878586	-27.970128	0.760430	-1.611747	-27.745556	1.553447	-0.559951	-28.100400	-0.013898	-2.072565	-27.756310	1.568820	-0.566469	-28.091443	-0.017459	-2.049915	-27.776542	1.547957	-0.565535	-28.100911	-0.024715	-2.064419	-28.195289	0.982145	-1.136761	-28.172714	0.976860	-1.196654	-27.825477	0.998767	-1.102139	-27.815380	0.969822	-1.145904	-28.185363	0.478371	-1.156375	-27.834463	0.484309	-1.112673	-28.165745	-0.031782	-1.099054	-28.183758	-0.034709	-1.166285	-27.837173	-0.004952	-1.063570	-27.834544	-0.031871	-1.130734
3	0.027784	00:00:00:03	-27.998437	1.655824	-1.238003	-27.946875	1.692401	-1.126529	-28.079277	1.682010	-1.109787	-27.997366	1.571203	-1.170320	-28.004959	1.571962	-1.121745	-28.127918	1.571046	-1.164850	-27.860344	1.564858	-1.133747	-27.974267	1.565916	-0.859735	-27.970713	0.770755	-1.605478	-27.748906	1.572309	-0.571653	-28.108820	-0.015978	-2.089976	-27.776886	1.562278	-0.554382	-28.084721	-0.027536	-2.052503	-27.764738	1.564179	-0.585432	-28.099006	-0.032018	-2.060090	-28.185447	1.001396	-1.131170	-28.181430	0.999771	-1.189399	-27.824869	1.006397	-1.069528	-27.842309	0.987588	-1.139098	-28.189550	0.470577	-1.138333	-27.808984	0.478663	-1.136018	-28.172081	-0.020690	-1.098558	-28.195509	-0.038295	-1.163606	-27.828545	-0.026242	-1.067883	-27.817183	-0.052260	-1.118919
4	0.041676	00:00:00:04	-27.968823	1.671718	-1.232746	-27.954488	1.704572	-1.130869	-28.055357	1.696704	-1.149833	-27.992627	1.578594	-1.148193	-27.999880	1.585970	-1.124674	-28.182755	1.564981	-1.166567	-27.855702	1.559384	-1.151475	-27.950717	1.554346	-0.854705	-27.963799	0.768519	-1.605055	-27.767686	1.534638	-0.580181	-28.074957	-0.042657	-2.075383	-27.754545	1.555896	-0.561755	-28.100980	-0.022299	-2.061909	-27.764387	1.549487	-0.576542	-28.079740	-0.021200	-2.078845	-28.192467	0.986386	-1.138172	-28.163757	0.990166	-1.204972	-27.820514	1.006819	-1.095479	-27.821759	0.998634	-1.151589	-28.178528	0.483064	-1.167892	-27.805870	0.488128	-1.113994	-28.181934	-0.016227	-1.110810	-28.169150	-0.054131	-1.184200	-27.841421	-0.015150	-1.080886	-27.839246	-0.049574	-1.103319
5	0.055568	00:00:00:05	-27.993910	1.642132	-1.214328	-27.963128	1.685181	-1.136464	-28.072439	1.689277	-1.137998	-28.018251	1.565355	-1.158144	-28.013391	1.564758	-1.133152	-28.154005	1.562367	-1.181801	-27.844717	1.577745	-1.137478	-27.949373	1.565701	-0.882575	-27.965072	0.764511	-1.588278	-27.777307	1.554983	-0.576210	-28.082816	-0.025643	-2.055805	-27.742665	1.564986	-0.564991	-28.082495	-0.035185	-2.041855	-27.756973	1.544062	-0.569542	-28.099974	-0.010848	-2.053902	-28.194100	1.009291	-1.122332	-28.173828	0.991892	-1.200393	-27.825574	1.013802	-1.075166	-27.823085	0.964667	-1.149775	-28.196641	0.474692	-1.149278	-27.835969	0.481838	-1.114396	-28.175575	-0.022359	-1.118273	-28.168786	-0.039525	-1.159869	-27.834748	-0.001718	-1.061043	-27.828236	-0.064640	-1.140180
6	0.069460	00:00:00:06	-27.998042	1.645676	-1.239780	-27.948382	1.703976	-1.127727	-28.075071	1.697227	-1.131997	-28.018341	1.557809	-1.152297	-28.012719	1.597027	-1.135559	-28.146495	1.572465	-1.162937	-27.855729	1.586950	-1.149387	-27.965182	1.551874	-0.861607	-27.981651	0.769323	-1.603777	-27.769593	1.552370	-0.575809	-28.108630	-0.026208	-2.051665	-27.771507	1.554925	-0.576613	-28.100755	-0.014150	-2.060655	-27.762775	1.546295	-0.584644	-28.088065	-0.025072	-2.052210	-28.161336	0.980893	-1.138299	-28.185271	0.976595	-1.192011	-27.845869	1.020275	-1.074532	-27.824799	0.980109	-1.148962	-28.179846	0.491497	-1.137243	-27.817182	0.492209	-1.097769	-28.181801	-0.011372	-1.117168	-28.162549	-0.034447	-1.184219	-27.847668	-0.016827	-1.065555	-27.811677	-0.033558	-1.094533
7	0.083352	00:00:00:07	-27.990085	1.650762	-1.247646	-27.957430	1.716833	-1.124500	-28.070535	1.687743	-1.122991	-27.987913	1.563750	-1.146793	-27.995935	1.569568	-1.123477	-28.162970	1.568897	-1.169720	-27.848515	1.576749	-1.158401	-27.954506	1.568795	-0.866796	-27.981741	0.775329	-1.606035	-27.759064	1.577012	-0.568609	-28.095528	-0.016270	-2.059575	-27.785501	1.556628	-0.546108	-28.108097	-0.016991	-2.048651	-27.763621	1.566920	-0.585437	-28.093351	-0.013399	-2.068298	-28.193724	1.011018	-1.112494	-28.183563	0.996662	-1.193792	-27.841033	1.006005	-1.114096	-27.816368	0.996412	-1.143212	-28.179276	0.478734	-1.141982	-27.817450	0.474139	-1.112963	-28.173505	-0.026644	-1.103774	-28.182196	-0.057015	-1.173291	-27.813346	-0.023932	-1.065633	-27.838530	-0.052249	-1.141928
8	0.097244	00:00:00:08	-27.993217	1.651960	-1.249239	-27.944851	1.706104	-1.126540	-28.072190	1.698736	-1.128982	-28.003032	1.572051	-1.162006	-28.021122	1.589293	-1.126410	-28.141384	1.571461	-1.164667	-27.856656	1.576579	-1.141092	-27.954359	1.550136	-0.879169	-27.999893	0.778421	-1.598325	-27.765847	1.557869	-0.562917	-28.080886	-0.038685	-2.071356	-27.769881	1.556378	-0.578970	-28.084548	-0.026087	-2.053443	-27.765377	1.549097	-0.569322	-28.102012	-0.005649	-2.066473	-28.197488	0.999916	-1.130702	-28.188569	0.987400	-1.180013	-27.836941	0.992499	-1.100610	-27.830472	0.977666	-1.143596	-28.180577	0.478103	-1.150304	-27.812540	0.466880	-1.119376	-28.190571	-0.022654	-1.119831	-28.194174	-0.045977	-1.175305	-27.829178	-0.013561	-1.070513	-27.831942	-0.047784	-1.113408
9	0.111136	00:00:00:09	-27.994352	1.642485	-1.255511	-27.946152	1.684858	-1.122948	-28.050272	1.716208	-1.136228	-28.010903	1.567721	-1.155273	-28.008569	1.569635	-1.102291	-28.145748	1.565398	-1.159783	-27.853808	1.563452	-1.130142	-27.938162	1.573316	-0.890009	-27.975068	0.750281	-1.602408	-27.767917	1.543331	-0.576340	-28.086398	-0.014752	-2.076697	-27.764187	1.545427	-0.563966	-28.088431	-0.025444	-2.049512	-27.756801	1.549700	-0.565595	-28.091490	-0.013896	-2.067881	-28.199299	1.022885	-1.130785	-28.177102	0.988739	-1.188002	-27.842193	1.019337	-1.091723	-27.828658	0.980096	-1.151141	-28.175529	0.472439	-1.158018	-27.834436	0.475135	-1.091924	-28.187090	-0.036073	-1.119294	-28.200767	-0.026011	-1.170770	-27.822214	-0.013129	-1.071668	-27.835027	-0.042520	-1.118972
10	0.125028	00:00:00:10	-27.999396	1.661898	-1.229890	-27.942676	1.698612	-1.108940	-28.058404	1.694624	-1.134725	-27.996277	1.566325	-1.156083	-28.000375	1.580957	-1.130432	-28.147358	1.570473	-1.179418	-27.854453	1.572335	-1.144746	-27.956383	1.550287	-0.882945	-27.964075	0.794272	-1.612384	-27.754489	1.559948	-0.586595	-28.100474	-0.022620	-2.078402	-27.765887	1.556392	-0.579368	-28.093132	-0.032989	-2.066174	-27.758129	1.529989	-0.559326	-28.111627	-0.030651	-2.084128	-28.187449	0.997965	-1.117466	-28.173335	0.995097	-1.189472	-27.827047	1.016934	-1.091309	-27.844668	0.999166	-1.154557	-28.158659	0.468582	-1.144196	-27.810127	0.486468	-1.114791	-28.199809	-0.023012	-1.107587	-28.182444	-0.045145	-1.169357	-27.824104	-0.027269	-1.063739	-27.825877	-0.034553	-1.122857
