Frame	Time	SMPTE	BKHD X	BKHD Y	BKHD Z	RFHD X	RFHD Y	RFHD Z	LFHD X	LFHD Y	LFHD Z	C7 X	C7 Y	C7 Z	NCK X	NCK Y	NCK Z	RSHD X	RSHD Y	RSHD Z	LSHD X	LSHD Y	LSHD Z	RELB X	RELB Y	RELB Z	LELB X	LELB Y	LELB Z	RWRS X	RWRS Y	RWRS Z	LWRS X	LWRS Y	LWRS Z	RIND X	RIND Y	RIND Z	LIND X	LIND Y	LIND Z	RPNK X	RPNK Y	RPNK Z	LPNK X	LPNK Y	LPNK Z	RFHP X	RFHP Y	RFHP Z	RBHP X	RBHP Y	RBHP Z	LFHP X	LFHP Y	LFHP Z	LBHP X	LBHP Y	LBHP Z	RKNE X	RKNE Y	RKNE Z	LKNE X	LKNE Y	LKNE Z	RFAK X	RFAK Y	RFAK Z	RBAK X	RBAK Y	RBAK Z	LFAK X	LFAK Y	LFAK Z	LBAK X	LBAK Y	LBAK Z
1	0.000000	00:00:00:01	-28.021078	1.643242	-1.252124	-27.939950	1.686944	-1.117983	-28.053659	1.672042	-1.110844	-27.990109	1.554226	-1.144963	-28.001551	1.556465	-1.122842	-28.170661	1.565811	-1.180117	-27.848911	1.576255	-1.150922	-27.941913	1.546657	-0.888744	-27.983635	0.758204	-1.604297	-27.783575	1.531546	-0.575232	-28.104430	-0.028652	-2.054041	-27.779815	1.542856	-0.588550	-28.079895	-0.027344	-2.024922	-27.738047	1.519397	-0.592629	-28.095964	-0.027543	-2.032251	-28.209336	0.991328	-1.153433	-28.186569	0.981039	-1.202374	-27.805784	0.980136	-1.098553	-27.802402	0.967133	-1.155149	-28.155824	0.468473	-1.168492	-27.820654	0.470973	-1.081616	-28.221545	-0.054577	-1.093197	-28.178804	-0.065139	-1.169864	-27.831244	-0.056958	-1.077588	-27.807942	-0.077518	-1.122188
2	0.013892	00:00:00:02	-27.984808	1.658460	-1.221387	-27.948147	1.708299	-1.130131	-28.045402	1.702079	-1.112034	-27.986879	1.528634	-1.165350	-28.014809	1.573457	-1.126019	-28.154090	1.554076	-1.175958	-27.874062	1.533269	-1.113700	-27.983228	1.558898	-0.874186	-27.974911	0.757936	-1.599466	-27.761339	1.553772	-0.552057	-28.112982	-0.041599	-2.074378	-27.753493	1.528323	-0.557001	-28.089234	-0.043738	-2.079748	-27.743259	1.568663	-0.553512	-28.083995	-0.035110	-2.081136	-28.205006	0.982103	-1.108125	-28.170614	0.982901	-1.188458	-27.817176	1.020799	-1.087199	-27.809606	0.964183	-1.121779	-28.166282	0.469849	-1.135060	-27.859771	0.446028	-1.106402	-28.187218	-0.024109	-1.109094	-28.144516	-0.046307	-1.159967	-27.851797	-0.035066	-1.089639	-27.832213	-0.072198	-1.129926
3	0.027784	00:00:00:03	-27.987659	1.637179	-1.240161	-27.940519	1.664836	-1.103194	-28.052868	1.675440	-1.099131	-27.985173	1.563651	-1.191556	-28.001499	1.548540	-1.147231	-28.119745	1.533527	-1.165824	-27.858330	1.558382	-1.139828	-27.936335	1.541628	-0.873912	-27.972994	0.785644	-1.622161	-27.771174	1.544279	-0.584503	-28.078774	-0.052157	-2.065741	-27.789725	1.562391	-0.560903	-28.096973	-0.035611	-2.073320	-27.758618	1.544459	-0.583417	-28.078655	-0.064720	-2.062472	-28.203645	0.984979	-1.183547	-28.186356	0.965996	-1.185019	-27.817899	0.969817	-1.064809	-27.792131	0.970771	-1.147298	-28.198095	0.454213	-1.150969	-27.814174	0.474947	-1.118846	-28.187634	-0.052266	-1.152833	-28.178311	-0.066000	-1.182044	-27.857573	-0.030834	-1.093699	-27.819165	-0.056654	-1.131035
4	0.041675	00:00:00:04	-27.984740	1.627669	-1.267022	-27.939124	1.692186	-1.123209	-28.057736	1.671266	-1.132686	-28.027117	1.551218	-1.130197	-28.011743	1.537812	-1.127280	-28.130791	1.552231	-1.197336	-27.844218	1.563948	-1.138861	-27.983550	1.517850	-0.844891	-27.965156	0.740805	-1.576302	-27.758024	1.544494	-0.585995	-28.102966	-0.027484	-2.053871	-27.764458	1.529589	-0.556336	-28.117609	-0.048554	-2.045541	-27.771421	1.527991	-0.555693	-28.079582	-0.051722	-2.089454	-28.181364	0.978539	-1.114360	-28.171468	0.956262	-1.174887	-27.833016	0.970336	-1.114434	-27.803934	0.951248	-1.156571	-28.156464	0.458939	-1.150980	-27.812062	0.472795	-1.093798	-28.204940	-0.041253	-1.094872	-28.164977	-0.018828	-1.175883	-27.825603	-0.060348	-1.085430	-27.809613	-0.054537	-1.148226
5	0.055567	00:00:00:05	-27.995096	1.631475	-1.245335	-27.946410	1.692768	-1.124016	-28.056471	1.680226	-1.112176	-28.023655	1.552580	-1.129211	-27.997215	1.568976	-1.130372	-28.148619	1.553998	-1.164567	-27.861736	1.560046	-1.142034	-27.955956	1.536601	-0.870900	-27.942743	0.738918	-1.612632	-27.768009	1.539461	-0.550547	-28.098851	-0.026691	-2.091723	-27.758496	1.518487	-0.590953	-28.126510	-0.034935	-2.080630	-27.785859	1.520487	-0.577083	-28.109483	-0.030215	-2.046946	-28.163220	0.984317	-1.125388	-28.178146	0.970289	-1.200793	-27.826403	0.950058	-1.094569	-27.811941	0.975578	-1.112229	-28.169760	0.469066	-1.123446	-27.848059	0.442227	-1.111193	-28.168717	-0.030908	-1.087816	-28.188941	-0.021916	-1.186688	-27.844221	-0.057956	-1.053595	-27.820901	-0.058934	-1.134648
6	0.069459	00:00:00:06	-27.974165	1.635907	-1.223941	-27.932306	1.679968	-1.123502	-28.069894	1.654335	-1.098937	-28.012880	1.566779	-1.141987	-28.002028	1.558234	-1.116575	-28.140328	1.538107	-1.184041	-27.846495	1.562513	-1.145275	-27.989122	1.531719	-0.856915	-27.986864	0.767773	-1.601144	-27.773171	1.502894	-0.570252	-28.099405	-0.033950	-2.037207	-27.752679	1.557177	-0.575549	-28.099807	-0.079256	-2.056877	-27.751284	1.540465	-0.542062	-28.095040	-0.035395	-2.053312	-28.178715	1.010279	-1.118719	-28.158549	0.969027	-1.183539	-27.870058	0.967785	-1.106610	-27.827297	0.945148	-1.169590	-28.172655	0.475873	-1.121837	-27.823458	0.456985	-1.125894	-28.177490	-0.035372	-1.129999	-28.174186	-0.060153	-1.164097	-27.808568	-0.005295	-1.060412	-27.839898	-0.037474	-1.081943
7	0.083351	00:00:00:07	-27.982789	1.630851	-1.255097	-27.917584	1.703586	-1.129201	-28.060009	1.674435	-1.118371	-27.992177	1.540364	-1.169512	-28.014343	1.575504	-1.104505	-28.141790	1.533215	-1.208043	-27.858693	1.542574	-1.118639	-27.945052	1.527523	-0.877118	-27.961931	0.758064	-1.613280	-27.753333	1.536613	-0.576262	-28.093862	-0.043798	-2.053371	-27.742460	1.534472	-0.570150	-28.085599	-0.046064	-2.066862	-27.760341	1.551918	-0.605739	-28.093462	-0.010048	-2.054897	-28.184932	0.963085	-1.139265	-28.169589	0.970893	-1.172141	-27.835532	1.000079	-1.106045	-27.798492	0.964674	-1.118888	-28.171730	0.474083	-1.144884	-27.828650	0.471982	-1.119721	-28.173942	-0.037058	-1.136483	-28.189020	-0.044417	-1.173094	-27.832286	-0.023272	-1.075630	-27.838803	-0.030460	-1.118374
8	0.097242	00:00:00:08	-27.975005	1.633470	-1.229076	-27.938384	1.708298	-1.136546	-28.065088	1.662746	-1.140049	-28.020025	1.529502	-1.126453	-28.041074	1.546673	-1.123686	-28.161748	1.520641	-1.180665	-27.869077	1.542943	-1.157235	-27.962808	1.546830	-0.859219	-27.945058	0.772079	-1.607483	-27.755070	1.530559	-0.559994	-28.108335	-0.033622	-2.051307	-27.789611	1.552094	-0.572055	-28.082205	-0.028355	-2.072361	-27.772026	1.539128	-0.570751	-28.087580	-0.035786	-2.071099	-28.171746	0.979036	-1.147905	-28.163739	0.936985	-1.167452	-27.818462	0.971176	-1.074509	-27.834257	0.970554	-1.148393	-28.176816	0.480057	-1.160831	-27.831969	0.472899	-1.100737	-28.169919	-0.029824	-1.111934	-28.170439	-0.101011	-1.151098	-27.851452	-0.054152	-1.050552	-27.818484	-0.065992	-1.095878
9	0.111134	00:00:00:09	-28.000431	1.665233	-1.236699	-27.952076	1.671357	-1.141363	-28.074186	1.672037	-1.152255	-27.990807	1.580504	-1.160419	-28.025460	1.585516	-1.116994	-28.162597	1.570364	-1.177475	-27.848599	1.537343	-1.139664	-27.964567	1.557517	-0.834220	-27.964812	0.755018	-1.586365	-27.759255	1.521506	-0.585685	-28.087669	-0.036213	-2.071441	-27.760820	1.551581	-0.605945	-28.098238	-0.041058	-2.076790	-27.758839	1.554955	-0.571304	-28.087114	-0.041804	-2.076543	-28.152517	0.983481	-1.139490	-28.209350	0.959103	-1.198179	-27.804233	0.977247	-1.089031	-27.821593	0.987878	-1.143481	-28.172341	0.468517	-1.135703	-27.805971	0.447287	-1.104770	-28.194579	-0.032277	-1.108920	-28.179192	-0.033655	-1.197062	-27.845037	-0.035193	-1.051922	-27.816277	-0.077451	-1.119020
10	0.125026	00:00:00:10	-27.999724	1.619344	-1.221161	-27.917118	1.687815	-1.076274	-28.094005	1.701637	-1.119818	-28.023983	1.538043	-1.179337	-27.994139	1.556766	-1.115331	-28.166233	1.532215	-1.192117	-27.831636	1.567112	-1.135259	-27.964677	1.574276	-0.880221	-27.979882	0.737308	-1.631362	-27.751578	1.512431	-0.573852	-28.093196	-0.025231	-2.055895	-27.754911	1.536136	-0.600413	-28.110319	-0.041208	-2.049210	-27.772364	1.553404	-0.562722	-28.119530	-0.026594	-2.067561	-28.194774	0.958608	-1.144283	-28.169610	0.949354	-1.179748	-27.839939	1.021038	-1.101331	-27.817806	0.956959	-1.143749	-28.187076	0.432121	-1.169195	-27.827682	0.489159	-1.120914	-28.164384	-0.024444	-1.119236	-28.184123	-0.041871	-1.166455	-27.861074	-0.027917	-1.104383	-27.830912	-0.034993	-1.144473
